Entity,Value Date,Amount Functional Currency,Liquidity Group
4B9,2024-08-14,-1297.12,TRP
4B9,2024-08-14,-2008.6,TRP
4B9,2024-08-14,-1990.0,TRP
4B9,2024-08-14,-1870.0,TRP
4B9,2024-08-14,-6811.66,TRP
4B9,2024-08-14,-786.5,TRP
4B9,2024-08-12,26770.18,TRR
4B9,2024-08-14,11087.49,TRR
4B9,2024-08-14,31010.67,TRR
4B9,2024-08-14,48345.41,TRR
4B9,2024-08-14,83022.15,TRR
4B9,2024-08-15,7802.21,TRR
4B9,2024-08-15,88084.54,TRR
4B9,2024-08-21,-2444.2,TRP
4B9,2024-08-21,-161.42,TRP
4B9,2024-08-21,-3842.0,TRP
4B9,2024-08-21,-9632.0,TRP
4B9,2024-08-21,-1379.4,TRP
4B9,2024-08-16,8826.57,TRR
4B9,2024-08-16,42684.53,TRR
4B9,2024-08-19,188.76,TRR
4B9,2024-08-19,313.12,TRR
4B9,2024-08-19,14219.34,TRR
4B9,2024-08-19,16521.05,TRR
4B9,2024-08-19,44536.21,TRR
4B9,2024-08-21,2000.0,TRR
4B9,2024-08-21,109137.48,TRR
82J,2024-12-20,121785.1,TRR
4B9,2024-08-22,9204.86,TRR
4B9,2024-08-22,25439.39,TRR
4B9,2024-08-23,10000.0,TRR
82J,2024-12-24,181004.84,TRR
4B9,2024-08-28,-2141.7,TRP
4B9,2024-08-28,-14503.71,TRP
4B9,2024-08-28,-239.1,TRP
82J,2024-12-30,227260.74,TRR
4B9,2024-08-28,-3545.3,TRP
4B9,2024-08-28,-477.95,TRP
82J,2025-01-06,498442.46,TRR
4B9,2024-08-28,-3152.13,TRP
4B9,2024-08-28,-37621.2,TRP
4B9,2024-08-28,-810.7,TRP
4B9,2024-08-27,72897.96,TRR
4B9,2024-08-28,9228.09,TRR
82J,2025-01-16,852915.44,TRR
4B9,2024-08-29,48796.41,TRR
4B9,2024-08-29,49953.29,TRR
4B9,2024-08-30,68569.59,TRR
4B9,2024-08-30,113507.54,TRR
4B9,2024-08-30,453996.48,TRR
4B9,2024-09-02,15414.31,TRR
82J,2025-01-24,273520.82,TRR
4B9,2024-09-04,-11119.9,TRP
4B9,2024-09-04,-1173.34,TRP
4B9,2024-09-04,-48.86,TRP
82J,2025-01-27,1837358.78,TRR
4B9,2024-09-04,-63660.77,TRP
4B9,2024-09-04,-2891.9,TRP
4B9,2024-09-04,-12335.52,TRP
4B9,2024-09-04,-14505.0,TRP
4B9,2024-09-04,-5650.0,TRP
4B9,2024-09-04,-754.0,TRP
82J,2025-02-03,409883.21,TRR
4B9,2024-09-04,-689.7,TRP
4B9,2024-09-03,5526.29,TRR
4B9,2024-09-03,7910.0,TRR
4B9,2024-09-04,17478.84,TRR
4B9,2024-09-04,37462.02,TRR
4B9,2024-09-04,45914.62,TRR
4B9,2024-09-04,173389.86,TRR
4B9,2024-09-05,751.16,TRR
4B9,2024-09-05,5796.3,TRR
82J,2025-02-12,125889.16,TRR
4B9,2024-09-06,799.55,TRR
4B9,2024-09-06,6318.31,TRR
4B9,2024-09-06,6658.53,TRR
82J,2025-02-14,10263.39,TRR
4B9,2024-09-12,-2643.06,TRP
4B9,2024-09-12,-4356.0,TRP
4B9,2024-09-12,-1977.0,TRP
4B9,2024-09-12,-1926.62,TRP
82J,2025-02-27,87318.49,TRR
4B9,2024-09-12,-77604.56,TRP
4B9,2024-09-12,-1336.74,TRP
82J,2025-03-04,1209506.68,TRR
4B9,2024-09-12,-18018.11,TRP
4B9,2024-09-12,-762.3,TRP
82J,2025-03-10,15508.46,TRR
4B9,2024-09-12,-2767.64,TRP
4B9,2024-09-12,-1824.0,TRP
82J,2025-03-14,121856.86,TRR
82J,2025-03-20,8091.27,TRR
4B9,2024-09-12,-713.9,TRP
4B9,2024-09-12,-3127.49,TRP
82J,2025-03-24,39879.17,TRR
82J,2025-03-27,388961.43,TRR
4B9,2024-09-11,13853.0,TRR
4B9,2024-09-11,42941.25,TRR
4B9,2024-09-11,44531.4,TRR
82J,2025-03-31,65425.63,TRR
4B9,2024-09-13,3890.4,TRR
4B9,2024-09-13,61467.29,TRR
4B9,2024-09-18,-5082.0,TRP
4B9,2024-09-18,-260.75,TRP
4B9,2024-09-18,-758.97,TRP
4B9,2024-09-18,-1573.0,TRP
4B9,2024-09-18,-477.95,TRP
4B9,2024-09-18,-601.0,TRP
4B9,2024-09-18,-10119.75,TRP
4B9,2024-09-18,-508.2,TRP
4B9,2024-09-16,2183.56,TRR
4B9,2024-09-17,43737.07,TRR
4B9,2024-09-18,2690.02,TRR
4B9,2024-09-18,5759.73,TRR
4B9,2024-09-18,12027.38,TRR
82J,2025-04-17,420492.17,TRR
4B9,2024-09-18,126277.65,TRR
4B9,2024-09-19,5082.97,TRR
4B9,2024-09-23,9240.95,TRR
82J,2025-04-21,52436.55,TRR
4B9,2024-09-23,35225.36,TRR
4B9,2024-09-23,192261.9,TRR
4B9,2024-09-25,-5553.9,TRP
82J,2025-04-24,55014.16,TRR
4B9,2024-09-25,-4417.0,TRP
4B9,2024-09-25,-107.3,TRP
82J,2025-04-30,504.03,TRR
82J,2025-05-05,327785.28,TRR
4B9,2024-09-25,-1089.0,TRP
4B9,2024-09-25,-7865.25,TRP
4B9,2024-09-25,-589.85,TRP
4B9,2024-09-25,-5092.75,TRP
4B9,2024-09-25,-20011.0,TRP
4B9,2024-09-25,-508.2,TRP
82J,2025-05-12,80263.75,TRR
4B9,2024-09-24,7068.45,TRR
4B9,2024-09-24,7562.39,TRR
4B9,2024-09-25,5693.15,TRR
82J,2025-05-15,80619.59,TRR
4B9,2024-09-25,17597.28,TRR
4B9,2024-09-25,31414.45,TRR
4B9,2024-09-26,1369.95,TRR
4B9,2024-09-26,5453.16,TRR
4B9,2024-09-27,16565.36,TRR
4B9,2024-09-27,73565.27,TRR
82J,2025-05-23,1000.0,TRR
4B9,2024-10-02,-13052.68,TRP
4B9,2024-10-02,-174.56,TRP
4B9,2024-10-02,-525.44,TRP
82J,2025-05-30,60922.17,TRR
4B9,2024-10-02,-1297.12,TRP
4B9,2024-10-02,-3025.0,TRP
4B9,2024-10-02,-1587.0,TRP
82J,2025-06-04,38184.27,TRR
4B9,2024-10-02,-276501.93,TRP
4B9,2024-10-02,-810.7,TRP
4B9,2024-09-30,74092.86,TRR
82J,2025-06-09,37535.4,TRR
4B9,2024-09-30,109500.54,TRR
4B9,2024-10-01,48545.66,TRR
4B9,2024-10-02,10120.5,TRR
4B9,2024-10-02,12200.71,TRR
4B9,2024-10-02,19949.46,TRR
4B9,2024-10-02,33018.58,TRR
4B9,2024-10-02,61749.27,TRR
4B9,2024-10-03,34213.06,TRR
4B9,2024-10-03,43349.71,TRR
4B9,2024-10-04,2629.18,TRR
4B9,2024-10-04,3940.02,TRR
4B9,2024-10-04,9095.06,TRR
4B9,2024-10-04,31032.58,TRR
4B9,2024-10-09,-1451.03,TRP
4B9,2024-10-09,-4208.38,TRP
4B9,2024-10-09,-2767.64,TRP
4B9,2024-10-09,-1403.6,TRP
4B9,2024-10-09,-1424.17,TRP
82J,2025-07-07,22429.32,TRR
4B9,2024-10-07,25563.77,TRR
4B9,2024-10-08,79101.45,TRR
4B9,2024-10-10,2282.7,TRR
82J,2025-07-11,109941.23,TRR
4B9,2024-10-10,10777.48,TRR
4B9,2024-10-10,27211.37,TRR
4B9,2024-10-10,48392.65,TRR
4B9,2024-10-16,-8820.9,TRP
4B9,2024-10-16,-154.88,TRP
4B9,2024-10-16,-2101.77,TRP
4B9,2024-10-16,-93666.35,TRP
82J,2025-07-24,64944.89,TRR
82J,2025-08-01,14822.99,TRR
4B9,2024-10-16,-1837.33,TRP
4B9,2024-10-16,-2323.2,TRP
82J,2025-08-04,1398.63,TRR
82J,2025-08-08,115185.0,TRR
4B9,2024-10-16,-477.95,TRP
4B9,2024-10-16,-2548.7,TRP
4B9,2024-10-16,-869.47,TRP
4B9,2024-10-16,-8754.0,TRP
4B9,2024-10-16,-2593.5,TRP
4B9,2024-10-11,787.07,TRR
82J,2025-08-22,5618.1,TRR
4B9,2024-10-11,3642.45,TRR
4B9,2024-10-11,61564.33,TRR
4B9,2024-10-14,49372.19,TRR
82J,2025-08-28,46157.58,TRR
4B9,2024-10-15,2562.88,TRR
4B9,2024-10-15,16792.62,TRR
4B9,2024-10-16,50686.44,TRR
4B9,2024-10-16,81245.81,TRR
4B9,2024-10-17,2645.15,TRR
4B9,2024-10-17,4475.0,TRR
4B9,2024-10-17,11865.0,TRR
4B9,2024-10-17,21063.79,TRR
4B9,2024-10-17,31182.45,TRR
82J,2025-09-11,361469.9,TRR
4B9,2024-10-23,-632.65,TRP
4B9,2024-10-23,-7175.3,TRP
4B9,2024-10-23,-875.74,TRP
4B9,2024-10-23,-119.6,TRP
4B9,2024-10-23,-1297.12,TRP
4B9,2024-10-23,-3164.15,TRP
82J,2025-09-23,102048.53,TRR
4B9,2024-10-23,-1760.0,TRP
4B9,2024-10-23,-1045.0,TRP
4B9,2024-10-23,-18937.65,TRP
82J,2025-09-29,3946618.25,TRR
4B9,2024-10-23,-1476.2,TRP
4B9,2024-10-21,48776.44,TRR
4B9,2024-10-23,19399.77,TRR
4B9,2024-10-23,110985.63,TRR
4B9,2024-10-24,4121.95,TRR
4B9,2024-10-24,13801.89,TRR
4B9,2024-10-24,43090.25,TRR
4B9,2024-10-24,92227.18,TRR
4B9,2024-10-29,-18027.73,TRP
4B9,2024-10-25,2179.06,TRR
4B9,2024-10-25,35647.49,TRR
4B9,2024-10-28,28375.91,TRR
82J,2025-09-09,252635.76,TRR
4B9,2024-10-28,32030.88,TRR
4B9,2024-10-30,-1076.9,TRP
4B9,2024-10-30,-2516.8,TRP
4B9,2024-10-30,-2469.5,TRP
4B9,2024-10-30,-774738.17,TRP
4B9,2024-10-30,-1173.7,TRP
82J,2025-09-24,18664.19,TRR
4B9,2024-10-29,16560.85,TRR
4B9,2024-10-30,37995.02,TRR
4B9,2024-10-31,2828.57,TRR
82J,2025-09-30,598015.87,TRR
4B9,2024-10-31,28320.48,TRR
4B9,2024-10-31,39535.29,TRR
4B9,2024-11-01,30423.29,TRR
82J,2025-09-05,146062.74,TRR
4B9,2024-11-06,-1076.9,TRP
4B9,2024-11-06,-14503.71,TRP
4B9,2024-11-06,-8863.88,TRP
82J,2025-09-18,128067.85,TRR
4B9,2024-11-06,-1.72,TRP
4B9,2024-11-06,-743.0,TRP
4B9,2024-11-06,-1226.03,TRP
4B9,2024-11-06,-2807.2,TRP
4B9,2024-11-06,-3450.0,TRP
4B9,2024-11-06,-905.0,TRP
4B9,2024-11-05,22510.52,TRR
4B9,2024-11-05,48027.84,TRR
4B9,2024-11-05,132142.32,TRR
86W,2022-03-04,-674600.45,TRP
4B9,2024-11-06,9526.07,TRR
4B9,2024-11-06,29680.99,TRR
4B9,2024-11-06,65492.63,TRR
86W,2022-07-01,-4144197.35,TRP
4B9,2024-11-06,76731.45,TRR
4B9,2024-11-08,6300.93,TRR
4B9,2024-11-08,7095.22,TRR
86W,2022-09-02,-3796566.51,TRP
4B9,2024-11-08,7618.47,TRR
4B9,2024-11-08,9611.22,TRR
4B9,2024-11-13,-38180.14,TRP
4B9,2024-11-13,-14060.2,TRP
4B9,2024-11-13,-1952.17,TRP
4B9,2024-11-13,-6237.0,TRP
4B9,2024-11-13,-20576.5,TRP
4B9,2024-11-13,-93901.05,TRP
86W,2023-06-30,-1856503.3,TRP
4B9,2024-11-13,-2406.0,TRP
4B9,2024-11-13,-405.0,TRP
4B9,2024-11-13,-1297.12,TRP
4B9,2024-11-13,-955.9,TRP
4B9,2024-11-13,-305.53,TRP
4B9,2024-11-13,-2380.0,TRP
4B9,2024-11-13,-2767.64,TRP
4B9,2024-11-13,-547.06,TRP
4B9,2024-11-13,-2292.48,TRP
86W,2024-02-23,-173968.07,TRP
4B9,2024-11-13,-1234.2,TRP
4B9,2024-11-11,431233.1,TRR
4B9,2024-11-12,36390.71,TRR
86W,2024-08-09,-1877439.65,TRP
4B9,2024-11-13,9463.03,TRR
4B9,2024-11-13,24058.02,TRR
4B9,2024-11-13,26497.03,TRR
86W,2024-08-16,-211398.44,TRP
4B9,2024-11-13,48415.65,TRR
4B9,2024-11-15,3581.48,TRR
4B9,2024-11-15,7188.5,TRR
86W,2024-12-13,-259971.21,TRP
4B9,2024-11-20,-5844.3,TRP
4B9,2024-11-20,-5432.9,TRP
4B9,2024-11-20,-477.95,TRP
4B9,2024-11-20,-1720.7,TRP
4B9,2024-11-20,-8575.59,TRP
4B9,2024-11-20,-1197.9,TRP
4B9,2024-11-20,-3096.43,TRP
4B9,2024-11-20,-11601.0,TRP
4B9,2024-11-20,-32811.0,TRP
4B9,2024-11-20,-197.58,TRP
4B9,2024-11-20,-1197.9,TRP
86W,2025-07-25,-184261.6,TRP
4B9,2024-11-18,58512.09,TRR
4B9,2024-11-18,98106.97,TRR
4B9,2024-11-19,21735.57,TRR
4B9,2024-11-19,47385.0,TRR
4B9,2024-11-20,1013.38,TRR
4B9,2024-11-20,1391.36,TRR
97C,2024-04-26,100.0,TRR
4B9,2024-11-20,2429.0,TRR
4B9,2024-11-20,3778.07,TRR
4B9,2024-11-20,6349.89,TRR
4B9,2024-11-20,6431.38,TRR
4B9,2024-11-20,20925.9,TRR
4B9,2024-11-20,40884.64,TRR
4B9,2024-11-21,18905.2,TRR
4B9,2024-11-27,-1226.03,TRP
4B9,2024-11-27,-122.98,TRP
4B9,2024-11-27,-2274.8,TRP
4B9,2024-11-27,-726.0,TRP
4B9,2024-11-27,-1672.58,TRP
4B9,2024-11-22,1349.95,TRR
4B9,2024-11-22,23730.0,TRR
4B9,2024-11-22,36118.8,TRR
4B9,2024-11-25,33201.81,TRR
4B9,2024-11-25,34166.56,TRR
4B9,2024-11-25,107563.01,TRR
4B9,2024-11-27,29540.91,TRR
4B9,2024-11-27,31457.68,TRR
4B9,2024-11-27,70202.68,TRR
4B9,2024-11-28,2263.28,TRR
4B9,2024-11-28,12085.41,TRR
4B9,2024-11-28,77585.4,TRR
4B9,2024-11-29,32423.51,TRR
4B9,2024-11-29,35402.78,TRR
4B9,2024-11-29,374742.46,TRR
4B9,2024-12-04,-5662.8,TRP
4B9,2024-12-04,-14503.71,TRP
4B9,2024-12-04,-1040.6,TRP
4B9,2024-12-04,-3861.57,TRP
4B9,2024-12-04,-2750.0,TRP
4B9,2024-12-04,-1111.0,TRP
4B9,2024-12-04,-5294.96,TRP
4B9,2024-12-04,-447.7,TRP
4B9,2024-12-02,23333.27,TRR
4B9,2024-12-02,90539.73,TRR
4B9,2024-12-02,114378.19,TRR
4B9,2024-12-04,35537.86,TRR
4B9,2024-12-05,6195.0,TRR
4B9,2024-12-05,10154.99,TRR
4B9,2024-12-05,17627.84,TRR
4B9,2024-12-05,40758.29,TRR
T056,2025-06-13,1669.84,TRR
4B9,2024-12-05,64404.87,TRR
4B9,2024-12-05,66854.76,TRR
4B9,2024-12-06,3627.63,TRR
4B9,2024-12-06,10177.31,TRR
4B9,2024-12-06,12218.24,TRR
4B9,2024-12-06,34880.45,TRR
4B9,2024-12-11,-9002.4,TRP
4B9,2024-12-11,-700.59,TRP
4B9,2024-12-11,-102674.36,TRP
4B9,2024-12-11,-566.0,TRP
4B9,2024-12-11,-20210.19,TRP
4B9,2024-12-11,-229.17,TRP
4B9,2024-12-11,-1467.64,TRP
V798,2023-01-27,32800.5,TRR
4B9,2024-12-11,-1892.93,TRP
4B9,2024-12-11,-550.05,TRP
4B9,2024-12-11,-6469.0,TRP
4B9,2024-12-11,-484.0,TRP
4B9,2024-12-11,-396794.34,TRP
4B9,2024-12-09,37057.85,TRR
4B9,2024-12-09,38217.45,TRR
4B9,2024-12-10,4931.43,TRR
4B9,2024-12-11,8239.87,TRR
4B9,2024-12-11,22192.87,TRR
4B9,2024-12-11,25450.5,TRR
4B9,2024-12-11,32840.09,TRR
4B9,2024-12-11,68803.97,TRR
4B9,2024-12-13,387.2,TRR
4B9,2024-12-13,4382.18,TRR
4B9,2024-12-18,-471.9,TRP
4B9,2024-12-18,-6618.7,TRP
4B9,2024-12-18,-122.3,TRP
4B9,2024-12-18,-1297.12,TRP
4B9,2024-12-18,-3823.6,TRP
4B9,2024-12-18,-436.81,TRP
4B9,2024-12-18,-5090.75,TRP
4B9,2024-12-18,-539.59,TRP
4B9,2024-12-18,-10737.94,TRP
4B9,2024-12-18,-935.0,TRP
4B9,2024-12-18,-157.88,TRP
4B9,2024-12-18,-2551.0,TRP
4B9,2024-12-18,-1243.23,TRP
4B9,2024-12-18,-508.2,TRP
4B9,2024-12-16,3791.73,TRR
4B9,2024-12-16,31955.63,TRR
4B9,2024-12-16,41404.03,TRR
4B9,2024-12-18,123759.73,TRR
4B9,2024-12-19,1474.22,TRR
4B9,2024-12-19,21388.39,TRR
4B9,2024-12-19,71804.6,TRR
4B9,2024-12-27,-421.77,TRP
4B9,2024-12-27,-4598.0,TRP
4B9,2024-12-27,-14503.71,TRP
4B9,2024-12-27,-1632.81,TRP
4B9,2024-12-27,-1175.0,TRP
4B9,2024-12-27,-1226.03,TRP
4B9,2024-12-27,-3303.3,TRP
4B9,2024-12-27,-640.0,TRP
4B9,2024-12-27,-1300.0,TRP
82J,2025-09-19,64754.22,TRR
4B9,2024-12-27,-319.5,TRP
4B9,2024-12-27,-4099.0,TRP
4B9,2024-12-27,-2238.5,TRP
4B9,2024-12-20,2627.82,TRR
4B9,2024-12-23,6220.4,TRR
4B9,2024-12-23,7910.0,TRR
4B9,2024-12-23,27606.29,TRR
4B9,2024-12-23,34047.39,TRR
4B9,2024-12-23,42610.35,TRR
4B9,2024-12-24,12529.53,TRR
4B9,2024-12-24,86008.02,TRR
4B9,2024-12-27,8623.72,TRR
4B9,2025-01-02,5330.48,TRR
4B9,2025-01-02,28605.92,TRR
4B9,2025-01-02,112105.51,TRR
4B9,2025-01-06,-140840.7,TRP
4B9,2025-01-06,-9873.6,TRP
4B9,2025-01-06,-112.52,TRP
4B9,2025-01-06,-1459.56,TRP
4B9,2025-01-06,-2335.3,TRP
4B9,2025-01-06,-2400.0,TRP
4B9,2025-01-06,-1854892.06,TRP
86W,2022-07-29,-209074.84,TRP
4B9,2025-01-06,-738.1,TRP
4B9,2025-01-06,-470236.3,TRP
4B9,2025-01-08,-166.74,TRP
4B9,2025-01-08,-3422.0,TRP
4B9,2025-01-08,-5263.5,TRP
4B9,2025-01-08,-2100.0,TRP
4B9,2025-01-08,-2767.64,TRP
4B9,2025-01-08,-348.33,TRP
4B9,2025-01-08,-5023.8,TRP
4B9,2025-01-03,5129.47,TRR
4B9,2025-01-03,20408.14,TRR
4B9,2025-01-03,41998.68,TRR
4B9,2025-01-03,90771.72,TRR
4B9,2025-01-06,31692.29,TRR
4B9,2025-01-07,12370.05,TRR
4B9,2025-01-07,423944.69,TRR
4B9,2025-01-08,797.77,TRR
4B9,2025-01-08,11020.04,TRR
4B9,2025-01-08,23692.5,TRR
4B9,2025-01-09,35993.45,TRR
4B9,2025-01-10,6713.23,TRR
4B9,2025-01-15,-21525.9,TRP
4B9,2025-01-15,-13948.06,TRP
4B9,2025-01-15,-512.0,TRP
4B9,2025-01-15,-891.77,TRP
4B9,2025-01-15,-1050.89,TRP
86W,2023-04-14,-334167.39,TRP
4B9,2025-01-15,-125587.85,TRP
4B9,2025-01-15,-2450.49,TRP
4B9,2025-01-15,-11047.1,TRP
4B9,2025-01-15,-477.95,TRP
4B9,2025-01-15,-5574.0,TRP
4B9,2025-01-15,-242.61,TRP
4B9,2025-01-15,-935.0,TRP
4B9,2025-01-15,-180.68,TRP
4B9,2025-01-15,-1536.0,TRP
4B9,2025-01-15,-3271.48,TRP
4B9,2025-01-15,-1234.2,TRP
4B9,2025-01-13,48068.85,TRR
4B9,2025-01-13,137778.41,TRR
4B9,2025-01-14,14545.44,TRR
4B9,2025-01-15,47385.0,TRR
4B9,2025-01-16,9640.97,TRR
4B9,2025-01-16,10606.09,TRR
4B9,2025-01-16,27118.02,TRR
4B9,2025-01-16,39550.0,TRR
4B9,2025-01-16,46158.32,TRR
4B9,2025-01-16,99569.83,TRR
4B9,2025-01-17,31358.69,TRR
4B9,2025-01-22,-5360.3,TRP
4B9,2025-01-22,-5203.0,TRP
4B9,2025-01-22,-590.78,TRP
4B9,2025-01-22,-4330.03,TRP
4B9,2025-01-20,17696.16,TRR
4B9,2025-01-20,32041.2,TRR
4B9,2025-01-21,33176.23,TRR
4B9,2025-01-22,36846.18,TRR
4B9,2025-01-24,-687.72,TRP
4B9,2025-01-29,-6630.8,TRP
4B9,2025-01-29,-1050.89,TRP
4B9,2025-01-29,-1297.12,TRP
4B9,2025-01-29,-2952.4,TRP
4B9,2025-01-29,-2480.5,TRP
4B9,2025-01-29,-607035.67,TRP
4B9,2025-01-29,-1609.3,TRP
4B9,2025-01-24,113269.53,TRR
4B9,2025-01-27,15725.32,TRR
4B9,2025-01-27,89777.98,TRR
4B9,2025-01-28,32479.25,TRR
4B9,2025-01-29,14083.41,TRR
4B9,2025-01-29,32254.21,TRR
4B9,2025-01-30,22569.92,TRR
4B9,2025-01-31,5164.61,TRR
4B9,2025-01-31,43876.48,TRR
4B9,2025-01-31,440923.44,TRR
4B9,2025-02-05,-3230.7,TRP
4B9,2025-02-05,-14503.71,TRP
4B9,2025-02-05,-2953.86,TRP
4B9,2025-02-05,-700.59,TRP
4B9,2025-02-05,-1089.0,TRP
4B9,2025-02-05,-5527.5,TRP
4B9,2025-02-05,-1014.0,TRP
4B9,2025-02-05,-477.95,TRP
4B9,2025-02-03,86595.55,TRR
4B9,2025-02-03,106048.5,TRR
4B9,2025-02-05,3828.16,TRR
4B9,2025-02-05,5372.27,TRR
4B9,2025-02-05,28553.96,TRR
4B9,2025-02-05,87449.91,TRR
4B9,2025-02-06,71470.13,TRR
4B9,2025-02-07,4168.74,TRR
4B9,2025-02-07,7428.83,TRR
4B9,2025-02-07,27412.13,TRR
4B9,2025-02-12,-1926.62,TRP
4B9,2025-02-12,-107259.02,TRP
4B9,2025-02-12,-746.0,TRP
4B9,2025-02-12,-2032.8,TRP
4B9,2025-02-12,-2437.0,TRP
4B9,2025-02-12,-2767.64,TRP
4B9,2025-02-12,-116.0,TRP
4B9,2025-02-12,-3943.23,TRP
4B9,2025-02-10,4361.99,TRR
4B9,2025-02-10,24291.59,TRR
4B9,2025-02-10,47791.29,TRR
4B9,2025-02-11,30746.34,TRR
4B9,2025-02-12,2642.1,TRR
4B9,2025-02-12,10613.03,TRR
4B9,2025-02-12,18605.65,TRR
4B9,2025-02-12,36631.33,TRR
4B9,2025-02-12,76409.33,TRR
4B9,2025-02-19,-13358.4,TRP
4B9,2025-02-19,-104.2,TRP
4B9,2025-02-19,-1297.12,TRP
4B9,2025-02-19,-3702.6,TRP
4B9,2025-02-19,-479.96,TRP
4B9,2025-02-19,-2750.0,TRP
4B9,2025-02-19,-399.3,TRP
4B9,2025-02-14,37849.53,TRR
4B9,2025-02-17,36903.65,TRR
4B9,2025-02-18,7786.38,TRR
4B9,2025-02-19,2642.1,TRR
4B9,2025-02-19,37671.54,TRR
4B9,2025-02-19,51208.31,TRR
4B9,2025-02-19,96005.33,TRR
4B9,2025-02-20,568.89,TRR
4B9,2025-02-20,4361.99,TRR
4B9,2025-02-20,8975.53,TRR
4B9,2025-02-20,37089.81,TRR
4B9,2025-02-26,-8031.2,TRP
4B9,2025-02-26,-1678.0,TRP
4B9,2025-02-26,-147.03,TRP
4B9,2025-02-26,-2081.2,TRP
4B9,2025-02-26,-1587.0,TRP
4B9,2025-02-26,-971.0,TRP
4B9,2025-02-26,-372500.21,TRP
4B9,2025-02-26,-34006.2,TRP
4B9,2025-02-24,880.36,TRR
4B9,2025-02-24,121713.45,TRR
4B9,2025-02-25,41345.5,TRR
4B9,2025-02-26,2620.35,TRR
4B9,2025-02-26,27396.75,TRR
4B9,2025-02-26,34104.13,TRR
4B9,2025-02-26,40556.21,TRR
4B9,2025-02-28,-97608.96,TRP
4B9,2025-02-27,3813.08,TRR
4B9,2025-03-03,-326.0,TRP
4B9,2025-03-05,-14140.71,TRP
4B9,2025-03-05,-170.75,TRP
4B9,2025-03-05,-72.0,TRP
4B9,2025-03-05,-700.59,TRP
4B9,2025-03-05,-1730.3,TRP
4B9,2025-03-05,-5030.44,TRP
4B9,2025-02-28,2320.06,TRR
4B9,2025-02-28,11865.0,TRR
4B9,2025-02-28,47256.24,TRR
4B9,2025-02-28,47765.16,TRR
4B9,2025-03-03,40158.03,TRR
4B9,2025-03-03,260121.12,TRR
4B9,2025-03-04,34424.75,TRR
4B9,2025-03-05,8280.0,TRR
4B9,2025-03-05,10672.47,TRR
4B9,2025-03-05,15820.0,TRR
4B9,2025-03-05,33016.52,TRR
4B9,2025-03-05,34287.93,TRR
4B9,2025-03-05,78751.66,TRR
4B9,2025-03-06,43633.68,TRR
4B9,2025-03-06,77792.49,TRR
4B9,2025-03-12,-2141.7,TRP
4B9,2025-03-12,-1813.28,TRP
4B9,2025-03-12,-141070.26,TRP
4B9,2025-03-12,-2008.6,TRP
4B9,2025-03-12,-5790.5,TRP
4B9,2025-03-12,-3250.0,TRP
4B9,2025-03-12,-1975.29,TRP
4B9,2025-03-12,-4263.06,TRP
4B9,2025-03-12,-682.01,TRP
4B9,2025-03-07,6287.88,TRR
4B9,2025-03-07,9381.26,TRR
4B9,2025-03-07,25744.52,TRR
4B9,2025-03-12,15767.44,TRR
4B9,2025-03-12,25090.52,TRR
4B9,2025-03-12,27953.66,TRR
4B9,2025-03-12,51354.24,TRR
4B9,2025-03-12,60938.13,TRR
4B9,2025-03-12,93093.75,TRR
4B9,2025-03-14,5185.68,TRR
4B9,2025-03-14,11590.61,TRR
4B9,2025-03-14,46274.5,TRR
4B9,2025-03-19,-4598.0,TRP
4B9,2025-03-19,-270.64,TRP
4B9,2025-03-19,-298.87,TRP
4B9,2025-03-19,-1089.0,TRP
4B9,2025-03-19,-479.96,TRP
4B9,2025-03-19,-2767.64,TRP
4B9,2025-03-19,-5519.0,TRP
4B9,2025-03-19,-2093.3,TRP
4B9,2025-03-17,32135.43,TRR
4B9,2025-03-17,48143.31,TRR
4B9,2025-03-17,64027.0,TRR
4B9,2025-03-18,35600.03,TRR
4B9,2025-03-19,1165.28,TRR
4B9,2025-03-19,29449.98,TRR
4B9,2025-03-19,34562.2,TRR
4B9,2025-03-19,40042.14,TRR
4B9,2025-03-19,42700.51,TRR
4B9,2025-03-21,82479.27,TRR
4B9,2025-03-26,-4598.0,TRP
4B9,2025-03-26,-21505.67,TRP
4B9,2025-03-26,-500.0,TRP
4B9,2025-03-26,-1226.03,TRP
4B9,2025-03-26,-2530.0,TRP
4B9,2025-03-26,-419.32,TRP
4B9,2025-03-26,-1297.12,TRP
4B9,2025-03-26,-3666.3,TRP
4B9,2025-03-26,-15211.47,TRP
4B9,2025-03-26,-935.0,TRP
4B9,2025-03-26,-14926.0,TRP
4B9,2025-03-26,-701.8,TRP
4B9,2025-03-24,28264.64,TRR
4B9,2025-03-24,68950.61,TRR
4B9,2025-03-25,47385.0,TRR
4B9,2025-03-26,2893.46,TRR
4B9,2025-03-26,18709.99,TRR
4B9,2025-03-26,71405.18,TRR
4B9,2025-03-27,28824.65,TRR
4B9,2025-03-28,9715.76,TRR
4B9,2025-03-28,10194.83,TRR
4B9,2025-03-28,23517.99,TRR
4B9,2025-03-28,48070.95,TRR
4B9,2025-03-28,52924.59,TRR
4B9,2025-04-02,-3920.4,TRP
4B9,2025-04-02,-57.92,TRP
4B9,2025-04-02,-1401.18,TRP
4B9,2025-04-02,-163.3,TRP
4B9,2025-04-02,-6485.6,TRP
4B9,2025-04-02,-62723.9,TRP
4B9,2025-04-02,-983.78,TRP
