Entity,Value Date,Amount Functional Currency,Liquidity Group
T056,2024-09-02,-3244.38,TRP
T056,2024-09-02,-2130.58,TRP
T056,2024-09-02,-6550.97,TRP
T056,2024-09-02,-551.38,TRP
T056,2024-09-02,-251.84,TRP
T056,2024-09-02,-1924.4,TRP
T056,2024-09-02,-91351.41,TRP
T056,2024-09-02,-25779.42,TRP
T056,2024-09-02,-290.21,TRP
T056,2024-09-02,-7620.68,TRP
T056,2024-09-02,-31592.69,TRP
T056,2024-09-02,-535.44,TRP
T056,2024-09-02,-432.27,TRP
T056,2024-09-02,-2735.81,TRP
T056,2024-09-02,-2417.34,TRP
T056,2024-09-02,-136531.42,TRP
T056,2024-09-02,-2330.0,TRP
T056,2024-09-02,-1286.84,TRP
T056,2024-09-02,-6890.95,TRP
T056,2024-09-02,-160.1,TRP
T056,2024-09-02,-51132.33,TRP
T056,2024-09-02,-8491.01,TRP
T056,2024-09-02,-4259.2,TRP
T056,2024-09-02,-193.5,TRP
T056,2024-09-02,-900.24,TRP
T056,2024-09-02,-9764.73,TRP
T056,2024-09-02,-24079.65,TRP
T056,2024-09-02,-83285.73,TRP
T056,2024-09-02,-2838.34,TRP
T056,2024-09-02,-1248.1,TRP
T056,2024-09-02,-4337.85,TRP
T056,2024-09-02,-6063.27,TRP
T056,2024-09-02,-8422.98,TRP
T056,2024-09-02,-1407.73,TRP
T056,2024-09-02,-11659.56,TRP
T056,2024-09-02,-3434.58,TRP
T056,2024-09-02,-1669.43,TRP
T056,2024-09-02,-6842.82,TRP
T056,2024-09-02,-1216831.79,TRP
T056,2024-09-02,-9031.85,TRP
T056,2024-09-02,-51377.87,TRP
T056,2024-09-02,-3892.72,TRP
T056,2024-09-02,-762.3,TRP
T056,2024-09-02,-1126.51,TRP
T056,2024-09-02,-5223.87,TRP
T056,2024-09-02,-30274.2,TRP
T056,2024-09-02,-20979.23,TRP
T056,2024-09-02,-54487.87,TRP
T056,2024-09-02,-11606.51,TRP
T056,2024-09-02,-2422.64,TRP
T056,2024-09-02,-664.29,TRP
T056,2024-09-02,-1633.5,TRP
T056,2024-09-02,-2239.96,TRP
T056,2024-09-02,-2545.54,TRP
T056,2024-09-02,-1057.54,TRP
T056,2024-09-02,-471.03,TRP
T056,2024-09-02,-16395.5,TRP
T056,2024-09-02,-57.8,TRP
T056,2024-09-02,-14932.0,TRP
T056,2024-09-02,-13948.13,TRP
T056,2024-09-02,-11305.25,TRP
T056,2024-09-02,-134.0,TRP
T056,2024-09-02,-5862.22,TRP
T056,2024-09-02,-5195.89,TRP
T056,2024-09-02,-12649.82,TRP
T056,2024-09-02,-7135.4,TRP
T056,2024-09-02,-120.64,TRP
T056,2024-09-02,-847.75,TRP
T056,2024-09-02,-1570.83,TRP
T056,2024-09-02,-35209.79,TRP
T056,2024-09-02,-58486.56,TRP
T056,2024-09-02,-506310.4,TRP
T056,2024-09-02,-1224.52,TRP
T056,2024-09-02,-306.13,TRP
T056,2024-09-02,-5246.27,TRP
T056,2024-09-02,-3750.19,TRP
T056,2024-09-02,-1846.17,TRP
T056,2024-09-02,-233.76,TRP
T056,2024-09-02,-5616.22,TRP
T056,2024-09-02,-97214.77,TRP
T056,2024-09-02,-7895.49,TRP
T056,2024-09-02,-334.44,TRP
T056,2024-09-02,-1706.31,TRP
T056,2024-09-02,-612189.51,TRP
T056,2024-09-02,-1073713.59,TRP
T056,2024-09-02,-760.12,TRP
T056,2024-09-02,-1135.23,TRP
T056,2024-09-02,-1010.98,TRP
T056,2024-09-02,-3044.19,TRP
T056,2024-09-02,-306.86,TRP
T056,2024-09-02,-794.97,TRP
T056,2024-09-02,-4277.52,TRP
T056,2024-09-02,-1852.3,TRP
T056,2024-09-02,-6533.85,TRP
T056,2024-09-02,-2781.49,TRP
T056,2024-09-02,-9183.39,TRP
T056,2024-09-02,-16970.25,TRP
T056,2024-09-02,-75376.95,TRP
T056,2024-09-02,-527.84,TRP
T056,2024-09-02,-612.26,TRP
T056,2024-09-02,-1337.72,TRP
T056,2024-09-02,-434.39,TRP
T056,2024-09-02,-14641.36,TRP
T056,2024-09-02,-3041.65,TRP
T056,2024-09-02,-1781.6,TRP
T056,2024-09-02,-777.06,TRP
T056,2024-09-02,-96.8,TRP
T056,2024-09-02,-2336.49,TRP
T056,2024-09-02,-319.44,TRP
T056,2024-09-02,-445.28,TRP
T056,2024-09-02,-1186.31,TRP
T056,2024-09-02,-11742.24,TRP
T056,2024-09-02,-1035832.66,TRP
T056,2024-09-02,-112.55,TRP
T056,2024-09-02,-2986.28,TRP
T056,2024-09-02,-393.61,TRP
T056,2024-09-02,-3509.0,TRP
T056,2024-09-02,-9133.66,TRP
T056,2024-09-02,-3681.11,TRP
T056,2024-09-02,-4358.89,TRP
T056,2024-09-02,-2717.56,TRP
T056,2024-09-02,-1009.94,TRP
T056,2024-09-02,-206620.78,TRP
T056,2024-09-02,-507.29,TRP
T056,2024-09-02,-1189.72,TRP
T056,2024-09-02,-1191.12,TRP
T056,2024-09-02,-4898.08,TRP
T056,2024-09-02,-4731.58,TRP
T056,2024-09-02,-1992.87,TRP
T056,2024-09-02,-169.4,TRP
T056,2024-09-02,-849.25,TRP
T056,2024-09-02,-19856.1,TRP
T056,2024-09-02,-3321.88,TRP
T056,2024-09-02,-33214.82,TRP
T056,2024-09-02,-4644.89,TRP
T056,2024-09-02,-2210.67,TRP
T056,2024-09-02,-23162.06,TRP
T056,2024-09-02,-5142.5,TRP
T056,2024-09-02,-399.3,TRP
T056,2024-09-02,-94522.14,TRP
T056,2024-09-02,-2792.95,TRP
T056,2024-09-02,-527.91,TRP
T056,2024-09-02,-264.61,TRP
T056,2024-09-02,-113.5,TRP
T056,2024-09-02,-78597.97,TRP
T056,2024-09-02,-477.22,TRP
T056,2024-09-02,-2314.73,TRP
T056,2024-09-02,-391.56,TRP
T056,2024-09-02,-7746.66,TRP
T056,2024-09-02,-197.4,TRP
T056,2024-09-02,-4731.54,TRP
T056,2024-09-02,-639.6,TRP
T056,2024-09-02,-607.6,TRP
T056,2024-09-02,-1365.0,TRP
T056,2024-09-02,-152.16,TRP
T056,2024-09-02,-277.04,TRP
T056,2024-09-02,-2884.21,TRP
T056,2024-09-02,-250.2,TRP
T056,2024-09-02,-20497.4,TRP
T056,2024-09-02,-3921.83,TRP
T056,2024-09-02,-2906.78,TRP
T056,2024-09-02,-11470.8,TRP
T056,2024-09-02,-475.48,TRP
T056,2024-09-02,-75121.27,TRP
T056,2024-09-02,-787.01,TRP
T056,2024-09-02,-703.47,TRP
T056,2024-09-02,-3537.22,TRP
T056,2024-09-02,-3211.02,TRP
T056,2024-09-02,-266.77,TRP
T056,2024-09-02,-539.37,TRP
T056,2024-09-02,-322.42,TRP
T056,2024-09-02,-328.21,TRP
T056,2024-09-02,-5274.27,TRP
T056,2024-09-02,-1415.4,TRP
T056,2024-09-02,-3596.0,TRP
T056,2024-09-02,-44393.79,TRP
T056,2024-09-02,-3253.5,TRP
T056,2024-09-02,-4996.63,TRP
T056,2024-09-02,-1824.0,TRP
T056,2024-09-02,-12203.77,TRP
T056,2024-09-02,-34276.95,TRP
T056,2024-09-02,-244.54,TRP
T056,2024-09-02,-496.1,TRP
T056,2024-09-02,-1245.57,TRP
T056,2024-09-02,-88.02,TRP
T056,2024-09-02,-1838.81,TRP
T056,2024-09-02,-22090.42,TRP
T056,2024-09-02,-1565.27,TRP
T056,2024-09-02,-233834.15,TRP
T056,2024-09-02,-3025.38,TRP
T056,2024-09-02,-3598.75,TRP
T056,2024-09-02,-3188.35,TRP
T056,2024-09-02,-1210.0,TRP
T056,2024-09-02,-26.79,TRP
T056,2024-09-02,-7475.99,TRP
T056,2024-09-02,-4061.61,TRP
T056,2024-09-02,-3909.81,TRP
T056,2024-09-02,-86321.66,TRP
T056,2024-09-02,-1599.16,TRP
T056,2024-09-02,-1227.79,TRP
T056,2024-09-02,-2910.66,TRP
T056,2024-09-02,-80453.2,TRP
T056,2024-09-02,-3893.78,TRP
T056,2024-09-02,-1719.25,TRP
T056,2024-09-02,-7515.86,TRP
T056,2024-09-02,-11829.8,TRP
T056,2024-09-02,-1491.08,TRP
T056,2024-09-02,-90.75,TRP
T056,2024-09-02,-8243.39,TRP
T056,2024-09-02,-4392.08,TRP
T056,2024-09-02,-201.92,TRP
T056,2024-09-02,-14862.1,TRP
T056,2024-09-02,-11733.54,TRP
T056,2024-09-02,-3875.22,TRP
T056,2024-09-02,-45.74,TRP
T056,2024-09-02,-53960.72,TRP
T056,2024-09-02,-26263.15,TRP
T056,2024-09-02,-98396.93,TRP
T056,2024-09-02,-11734.52,TRP
T056,2024-09-02,-1751.27,TRP
T056,2024-09-02,-290.75,TRP
T056,2024-09-02,-117241.32,TRP
T056,2024-09-02,-153367.3,TRP
T056,2024-09-02,-1070.85,TRP
T056,2024-09-02,-30424.11,TRP
T056,2024-09-02,-3176.98,TRP
T056,2024-09-02,-84.46,TRP
T056,2024-09-02,-57900.5,TRP
T056,2024-09-02,-55804.45,TRP
T056,2024-09-02,-5035.32,TRP
T056,2024-09-02,-957768.61,TRP
T056,2024-09-02,-33342.36,TRP
T056,2024-09-02,-216.81,TRP
T056,2024-09-02,-363.0,TRP
T056,2024-09-02,-1443.78,TRP
T056,2024-09-02,-905.9,TRP
T056,2024-09-02,-1197.84,TRP
T056,2024-09-02,-1252.23,TRP
T056,2024-09-02,-20903.96,TRP
T056,2024-09-02,-1035.02,TRP
T056,2024-09-02,-311.59,TRP
T056,2024-09-02,-539.0,TRP
T056,2024-09-02,-673.67,TRP
T056,2024-09-02,-877.89,TRP
T056,2024-09-02,-3109.7,TRP
T056,2024-09-02,-31.9,TRP
T056,2024-09-02,-242.22,TRP
T056,2024-09-02,-1500.4,TRP
T056,2024-09-02,-884.26,TRP
T056,2024-09-02,-237.33,TRP
T056,2024-09-02,-8688.0,TRP
T056,2024-09-02,-45152.7,TRP
T056,2024-09-02,-12951.08,TRP
T056,2024-09-02,-11109.9,TRP
T056,2024-09-02,-304.7,TRP
T056,2024-09-02,-817.18,TRP
T056,2024-09-02,-389.91,TRP
T056,2024-09-02,-279.75,TRP
T056,2024-09-02,-6402.41,TRP
T056,2024-09-02,-1112.27,TRP
T056,2024-09-02,-578.38,TRP
T056,2024-09-02,-1468.46,TRP
T056,2024-09-02,-9097.28,TRP
T056,2024-09-02,-665.5,TRP
T056,2024-09-02,-1551.77,TRP
T056,2024-09-02,-4527.82,TRP
T056,2024-09-02,-529.04,TRP
T056,2024-09-02,-30543.75,TRP
T056,2024-09-02,-676.15,TRP
T056,2024-09-02,-25341.75,TRP
T056,2024-09-02,-2255.82,TRP
T056,2024-09-02,-10673.46,TRP
T056,2024-09-02,-4731.77,TRP
T056,2024-09-02,-8575.98,TRP
T056,2024-09-02,-700.0,TRP
T056,2024-09-02,-4689.0,TRP
T056,2024-09-02,-2005.09,TRP
T056,2024-09-02,-5797.47,TRP
T056,2024-09-02,-3622.76,TRP
T056,2024-09-02,-1990.65,TRP
T056,2024-09-02,-24436.44,TRP
T056,2024-09-02,-5830.99,TRP
T056,2024-09-02,-10725.17,TRP
T056,2024-09-02,-7799.68,TRP
T056,2024-09-02,-628.03,TRP
T056,2024-09-02,-15558.83,TRP
T056,2024-09-02,-81384.15,TRP
T056,2024-09-02,-977.0,TRP
T056,2024-09-02,-63826.64,TRP
T056,2024-09-02,-325.64,TRP
T056,2024-09-02,-977.68,TRP
T056,2024-09-02,-3706.23,TRP
T056,2024-09-02,-139132.29,TRP
T056,2024-09-02,-7999.2,TRP
T056,2024-09-02,-12694.26,TRP
T056,2024-09-02,-33994.0,TRP
T056,2024-09-02,-2603.73,TRP
T056,2024-09-02,-1286.96,TRP
T056,2024-09-02,-2282.32,TRP
T056,2024-09-02,-7445.0,TRP
T056,2024-09-02,-3385.0,TRP
T056,2024-09-02,-3385.0,TRP
T056,2024-09-02,-3852.36,TRP
T056,2024-09-02,-5554.04,TRP
T056,2024-09-02,-682.3,TRP
T056,2024-09-02,-114.78,TRP
T056,2024-09-02,-6084.2,TRP
T056,2024-09-02,-68200.0,TRP
T056,2024-09-02,-524050.49,TRP
T056,2024-09-02,-23231.09,TRP
T056,2024-09-02,-126.54,TRP
T056,2024-09-02,-1172.4,TRP
T056,2024-09-02,-65.1,TRP
T056,2024-09-02,-6200.0,TRP
T056,2024-09-02,-4131.21,TRP
T056,2024-09-02,-2426.0,TRP
T056,2024-09-02,-3733.18,TRP
T056,2024-09-02,-12231.0,TRP
T056,2024-09-02,-1197.9,TRP
T056,2024-09-02,-126.11,TRP
T056,2024-09-02,-516.62,TRP
T056,2024-09-02,-7227.06,TRP
T056,2024-09-02,-50929.04,TRP
T056,2024-09-02,-385.0,TRP
T056,2024-09-02,-105.03,TRP
T056,2024-09-02,-1367.3,TRP
T056,2024-09-02,-2440.3,TRP
T056,2024-09-02,-7903.42,TRP
T056,2024-09-02,-48490.75,TRP
T056,2024-09-02,-614.68,TRP
T056,2024-09-02,-11882.09,TRP
T056,2024-09-02,-11593.04,TRP
T056,2024-09-02,-4249.12,TRP
T056,2024-09-02,-60236.4,TRP
T056,2024-09-02,-1601.0,TRP
T056,2024-09-02,-10351.3,TRP
T056,2024-09-02,-2542.65,TRP
T056,2024-09-02,-1652.0,TRP
T056,2024-09-02,-305000.0,TRP
T056,2024-09-02,-1750.0,TRP
T056,2024-09-02,-517.86,TRP
T056,2024-09-02,-14866.88,TRP
T056,2024-09-02,-301003.18,TRP
T056,2024-09-02,-37719.33,TRP
T056,2024-09-02,-88444.29,TRP
T056,2024-09-02,-2411.6,TRP
T056,2024-09-02,-2411.6,TRP
T056,2024-09-02,-2946.54,TRP
T056,2024-09-02,-47100.46,TRP
T056,2024-09-02,-217578.44,TRP
T056,2024-09-02,-4546.09,TRP
T056,2024-09-02,-821.0,TRP
T056,2024-09-02,-14715.0,TRP
T056,2024-09-02,-2066.0,TRP
T056,2024-09-02,-12445.0,TRP
T056,2024-09-02,-12560.36,TRP
T056,2024-09-02,-473.6,TRP
T056,2024-09-02,-7187.82,TRP
T056,2024-09-02,-7764.77,TRP
T056,2024-09-02,-3868.78,TRP
T056,2024-09-02,-3486.32,TRP
T056,2024-09-02,-40245.0,TRP
T056,2024-09-02,-26746.75,TRP
T056,2024-09-02,-874.36,TRP
T056,2024-09-02,-243.36,TRP
T056,2024-09-02,-681.71,TRP
T056,2024-09-02,-3300.0,TRP
T056,2024-09-02,-135344.04,TRP
T056,2024-09-02,-5268.0,TRP
T056,2024-09-02,-54.35,TRP
T056,2024-09-02,-49436.86,TRP
T056,2024-09-02,-1094.6,TRP
T056,2024-09-02,-1126.67,TRP
T056,2024-09-02,-721.35,TRP
T056,2024-09-02,-14628.27,TRP
T056,2024-09-02,-3579.82,TRP
T056,2024-09-02,-471.9,TRP
T056,2024-09-02,-201.57,TRP
T056,2024-09-02,-3063.86,TRP
T056,2024-09-02,-132608.99,TRP
T056,2024-09-02,-723.63,TRP
T056,2024-09-02,-873.82,TRP
T056,2024-09-02,-97528.0,TRP
T056,2024-09-02,-312.57,TRP
T056,2024-09-02,-290.4,TRP
T056,2024-09-02,-40821.0,TRP
T056,2024-09-02,-599.57,TRP
T056,2024-09-02,-40302.37,TRP
T056,2024-09-02,-15547.5,TRP
T056,2024-09-02,-22356.17,TRP
T056,2024-09-02,-2247.94,TRP
T056,2024-09-02,-48212.44,TRP
T056,2024-09-02,-894.52,TRP
T056,2024-09-02,-2450.0,TRP
T056,2024-09-02,-29300.0,TRP
T056,2024-09-02,-476.68,TRP
T056,2024-09-02,-48132.69,TRP
T056,2024-09-02,-713.3,TRP
T056,2024-09-02,-257.13,TRP
T056,2024-09-02,-12695.0,TRP
T056,2024-09-02,-182710.75,TRP
T056,2024-09-02,-90779.23,TRP
T056,2024-09-02,-3800.0,TRP
T056,2024-09-02,-13236.0,TRP
T056,2024-09-02,-10306.88,TRP
T056,2024-09-02,-15028.2,TRP
T056,2024-09-02,-4809.34,TRP
T056,2024-09-02,-44230.01,TRP
T056,2024-09-02,-450.58,TRP
T056,2024-09-02,-160.6,TRP
T056,2024-09-02,-10662.36,TRP
T056,2024-09-02,-132.39,TRP
T056,2024-09-02,-13353.38,TRP
T056,2024-09-02,-265.2,TRP
T056,2024-09-02,-117.68,TRP
T056,2024-09-02,-39.33,TRP
T056,2024-09-02,-1741.37,TRP
T056,2024-09-02,-14685.44,TRP
T056,2024-09-02,-1726.59,TRP
T056,2024-09-02,-21097.07,TRP
T056,2024-09-02,-35288.2,TRP
T056,2024-09-02,-129243.67,TRP
T056,2024-09-02,-4329.38,TRP
T056,2024-09-02,-6651.37,TRP
T056,2024-09-02,-608.39,TRP
T056,2024-09-02,-968.49,TRP
T056,2024-09-02,-571.17,TRP
T056,2024-09-02,-1066.0,TRP
T056,2024-09-02,-13806.0,TRP
T056,2024-09-02,-44754.36,TRP
T056,2024-09-02,-4844.11,TRP
T056,2024-09-02,-1875.03,TRP
T056,2024-09-02,-300.0,TRP
T056,2024-09-02,-54943.24,TRP
T056,2024-09-02,-17262.74,TRP
T056,2024-09-02,-9885.98,TRP
T056,2024-09-02,-4902.92,TRP
T056,2024-09-02,-390.41,TRP
T056,2024-09-02,-30.0,TRP
T056,2024-09-02,-75262.0,TRP
T056,2024-09-02,-3094.7,TRP
T056,2024-09-02,-574.56,TRP
T056,2024-09-02,-1452.33,TRP
T056,2024-09-02,-91.72,TRP
T056,2024-09-02,-2735.0,TRP
T056,2024-09-02,-1889.3,TRP
T056,2024-09-02,-6166.04,TRP
T056,2024-09-02,-513.7,TRP
T056,2024-09-02,-6618.24,TRP
T056,2024-09-02,-50.0,TRP
T056,2024-09-02,-5632.54,TRP
T056,2024-09-02,-47911.4,TRP
T056,2024-09-02,-18181.46,TRP
T056,2024-09-02,-4720.0,TRP
T056,2024-09-02,-2040.0,TRP
T056,2024-09-02,-2360.88,TRP
T056,2024-09-02,-45303.77,TRP
T056,2024-09-02,-3320.84,TRP
T056,2024-09-02,-371.85,TRP
T056,2024-09-02,-91204.8,TRP
T056,2024-09-02,-6860.7,TRP
T056,2024-09-02,-86.0,TRP
T056,2024-09-02,-2827.5,TRP
T056,2024-09-02,-2532.28,TRP
T056,2024-09-02,-15681.0,TRP
T056,2024-09-02,-3725.31,TRP
T056,2024-09-02,-16785.49,TRP
T056,2024-09-02,-746.87,TRP
T056,2024-09-02,-1904.54,TRP
T056,2024-09-02,-27536.0,TRP
T056,2024-09-02,-2541.0,TRP
T056,2024-09-02,-2816.99,TRP
T056,2024-09-02,-13236.36,TRP
T056,2024-09-02,-228.0,TRP
T056,2024-09-02,-8450.77,TRP
T056,2024-09-02,-19301.27,TRP
T056,2024-09-02,-8631.37,TRP
T056,2024-09-02,-38764.0,TRP
T056,2024-09-02,-5430.48,TRP
T056,2024-09-02,-50688.42,TRP
T056,2024-09-02,-951.71,TRP
T056,2024-09-02,-14522.36,TRP
T056,2024-09-02,-2535.12,TRP
T056,2024-09-02,-193.6,TRP
T056,2024-09-02,-6358.56,TRP
T056,2024-09-02,-9812.33,TRP
T056,2024-09-02,-21698.93,TRP
T056,2024-09-02,-335.52,TRP
T056,2024-09-02,-109032.21,TRP
T056,2024-09-02,-28335.71,TRP
T056,2024-09-02,-636.0,TRP
T056,2024-09-02,-738.1,TRP
T056,2024-09-02,-723.19,TRP
T056,2024-09-02,-382.36,TRP
T056,2024-09-02,-135904.5,TRP
T056,2024-09-02,-1618.38,TRP
T056,2024-09-02,-805.26,TRP
T056,2024-09-02,-10345.5,TRP
T056,2024-09-02,-333.42,TRP
T056,2024-09-02,-18734.34,TRP
T056,2024-09-02,-11728.41,TRP
T056,2024-09-02,-1314.06,TRP
T056,2024-09-02,-7936.18,TRP
T056,2024-09-02,-1633.5,TRP
T056,2024-09-02,-6562.18,TRP
T056,2024-09-02,-5279.04,TRP
T056,2024-09-02,-5286.56,TRP
T056,2024-09-02,-22565.0,TRP
T056,2024-09-02,-80.0,TRP
T056,2024-09-02,-1668.0,TRP
T056,2024-09-02,-1802.65,TRP
T056,2024-09-02,-8729.97,TRP
T056,2024-09-02,-11835.0,TRP
T056,2024-09-02,-58472.01,TRP
T056,2024-09-02,-332.45,TRP
T056,2024-09-02,-2256.65,TRP
T056,2024-09-02,-27577.47,TRP
T056,2024-09-02,-970.0,TRP
T056,2024-09-02,-6222.8,TRP
T056,2024-09-02,-8755.08,TRP
T056,2024-09-02,-60633.87,TRP
T056,2024-09-02,-1211.77,TRP
T056,2024-09-02,-3172.29,TRP
T056,2024-09-02,-418.14,TRP
T056,2024-09-02,-3357.21,TRP
T056,2024-09-02,-4598.0,TRP
T056,2024-09-02,-37431.35,TRP
T056,2024-09-02,-13020.0,TRP
T056,2024-09-02,-8170.92,TRP
T056,2024-09-02,-6974.13,TRP
T056,2024-09-02,-26788.23,TRP
T056,2024-09-02,-838.91,TRP
T056,2024-09-02,-744.15,TRP
T056,2024-09-02,-677.07,TRP
T056,2024-09-02,-2247.5,TRP
T056,2024-09-02,-5400.0,TRP
T056,2024-09-02,-10250.0,TRP
T056,2024-09-02,-368.93,TRP
T056,2024-09-02,-1184.03,TRP
T056,2024-09-02,-676.68,TRP
T056,2024-09-02,-250.0,TRP
T056,2024-09-02,-1982.68,TRP
T056,2024-09-02,-2923.0,TRP
T056,2024-09-02,-5152.0,TRP
T056,2024-09-02,-2420.0,TRP
T056,2024-09-02,-3484.2,TRP
T056,2024-09-02,-23148.74,TRP
T056,2024-09-02,-1824.38,TRP
T056,2024-09-02,-77.24,TRP
T056,2024-09-02,-3280.0,TRP
T056,2024-09-02,-2576.97,TRP
T056,2024-09-02,-600.0,TRP
T056,2024-09-02,-15300.84,TRP
T056,2024-09-02,-7510.5,TRP
T056,2024-09-02,-5275.0,TRP
T056,2024-09-02,-75.02,TRP
T056,2024-09-02,-4680.36,TRP
T056,2024-09-02,-115.93,TRP
T056,2024-09-02,-17073.1,TRP
T056,2024-09-02,-137.5,TRP
T056,2024-09-02,-435.6,TRP
T056,2024-09-02,-1179.75,TRP
T056,2024-09-02,-2636.2,TRP
T056,2024-09-02,-1597.21,TRP
T056,2024-09-02,-1894.86,TRP
T056,2024-09-02,-11377.12,TRP
T056,2024-09-02,-1216.12,TRP
T056,2024-09-02,-8899.45,TRP
T056,2024-09-02,-2454.0,TRP
T056,2024-09-02,-10484.56,TRP
T056,2024-09-02,-8775.02,TRP
T056,2024-09-02,-4364.14,TRP
T056,2024-09-02,-2534.8,TRP
T056,2024-09-02,-1123.87,TRP
T056,2024-09-02,-813796.95,TRP
T056,2024-09-02,-22309.0,TRP
T056,2024-09-02,-6333.75,TRP
T056,2024-09-02,-2916.1,TRP
T056,2024-09-02,-9715.09,TRP
T056,2024-09-02,-2879.85,TRP
T056,2024-09-02,-822.8,TRP
T056,2024-09-02,-14239.01,TRP
T056,2024-09-02,-2656.06,TRP
T056,2024-09-02,-75321.13,TRP
T056,2024-09-02,-6492.79,TRP
T056,2024-09-02,-228.33,TRP
T056,2024-09-02,-4630.69,TRP
T056,2024-09-02,-4571.62,TRP
T056,2024-09-02,-2228.11,TRP
T056,2024-09-02,-38.72,TRP
T056,2024-09-02,-2402.26,TRP
T056,2024-09-02,-1301.19,TRP
T056,2024-09-02,-419.87,TRP
T056,2024-09-02,-530.94,TRP
T056,2024-09-02,-33937.66,TRP
T056,2024-09-02,-5869.5,TRP
T056,2024-09-02,-23176.1,TRP
T056,2024-09-02,-4944.79,TRP
T056,2024-09-02,-1085.37,TRP
T056,2024-09-02,-5092.89,TRP
T056,2024-09-02,-5204.11,TRP
T056,2024-09-02,-7877.91,TRP
T056,2024-09-02,-12957.46,TRP
T056,2024-09-02,-134.07,TRP
T056,2024-09-02,-13446.97,TRP
T056,2024-09-02,-10853.7,TRP
T056,2024-09-02,-76463.52,TRP
T056,2024-09-02,-5169.1,TRP
T056,2024-09-02,-3636.35,TRP
T056,2024-09-02,-7.96,TRP
T056,2024-09-02,-326.7,TRP
T056,2024-09-02,-1225165.35,TRP
T056,2024-09-02,-3682.39,TRP
T056,2024-09-02,-121.97,TRP
T056,2024-09-02,-1740.89,TRP
T056,2024-09-02,-8561.78,TRP
T056,2024-09-02,-9260.41,TRP
T056,2024-09-02,-1661.8,TRP
T056,2024-09-02,-9497.6,TRP
T056,2024-09-02,-31269.87,TRP
T056,2024-09-02,-21144.7,TRP
T056,2024-09-02,-292.56,TRP
T056,2024-09-02,-352.86,TRP
T056,2024-09-02,-660.8,TRP
T056,2024-09-02,-2087.2,TRP
T056,2024-09-02,-16744.0,TRP
T056,2024-09-02,-3375.0,TRP
T056,2024-09-02,-4491.0,TRP
T056,2024-09-02,-74036.55,TRP
T056,2024-09-02,-961.95,TRP
T056,2024-09-02,-127.05,TRP
T056,2024-09-02,-1256.4,TRP
T056,2024-09-02,-159.12,TRP
T056,2024-09-02,-23764.4,TRP
T056,2024-09-02,-28308.2,TRP
T056,2024-09-02,-4060.01,TRP
T056,2024-09-02,-5260.75,TRP
T056,2024-09-02,-237288.27,TRP
T056,2024-09-02,-664.37,TRP
T056,2024-09-02,-2905.21,TRP
T056,2024-09-02,-22619.06,TRP
T056,2024-09-02,-53.52,TRP
T056,2024-09-02,-5283.31,TRP
T056,2024-09-02,-1347.0,TRP
T056,2024-09-02,-3885.52,TRP
T056,2024-09-02,-1195.2,TRP
T056,2024-09-02,-699.86,TRP
T056,2024-09-02,-3782.46,TRP
T056,2024-09-02,-91379.84,TRP
T056,2024-09-02,-1853.92,TRP
T056,2024-09-02,-3700.32,TRP
T056,2024-09-02,-15388.6,TRP
T056,2024-09-02,18.15,TRR
T056,2024-09-02,552.41,TRR
T056,2024-09-02,11925.2,TRR
T056,2024-09-02,-337.65,TRP
T056,2024-09-03,-150000.0,TRP
T056,2024-09-03,30.0,TRR
T056,2024-09-03,750.0,TRR
T056,2024-09-03,33755.0,TRR
T056,2024-09-03,37499.1,TRR
T056,2024-09-04,-31.52,TRP
T056,2024-09-04,-36.51,TRP
T056,2024-09-04,-108.0,TRP
T056,2024-09-04,-50.0,TRP
T056,2024-09-04,-15.56,TRP
T056,2024-09-04,-50.0,TRP
T056,2024-09-04,-35.78,TRP
T056,2024-09-04,-50.0,TRP
T056,2024-09-04,-50.0,TRP
T056,2024-09-04,-143.1,TRP
T056,2024-09-04,-907.97,TRP
T056,2024-09-04,-100.0,TRP
T056,2024-09-04,-50.0,TRP
T056,2024-09-04,-234.04,TRP
T056,2024-09-04,-511.08,TRP
T056,2024-09-04,6319.17,TRR
T056,2024-09-04,-10733.76,TRP
T056,2024-09-05,-95964.47,TRP
T056,2024-09-05,-25.11,TRP
T056,2024-09-05,-1244.18,TRP
T056,2024-09-05,-13006.22,TRP
T056,2024-09-06,-36080.0,TRP
T056,2024-09-06,-263250.0,TRP
T056,2024-09-06,-50464.56,TRP
T056,2024-09-06,-45000.0,TRP
T056,2024-09-06,-1646.8,TRP
T056,2024-09-06,-10402.65,TRP
T056,2024-09-06,-6536.42,TRP
T056,2024-09-06,-6315.17,TRP
T056,2024-09-06,39.07,TRR
T056,2024-09-06,80.09,TRR
T056,2024-09-09,51.03,TRR
T056,2024-09-09,60.0,TRR
T056,2024-09-09,67.32,TRR
T056,2024-09-09,-605.8,TRP
T056,2024-09-10,30.0,TRR
T056,2024-09-10,193.67,TRR
T056,2024-09-10,741.08,TRR
T056,2024-09-10,2400.0,TRR
T056,2024-09-10,5037.51,TRR
T056,2024-09-11,-700.04,TRP
T056,2024-09-11,-37.4,TRP
T056,2024-09-11,-200.0,TRP
T056,2024-09-11,-93.5,TRP
T056,2024-09-11,-50.0,TRP
T056,2024-09-11,-144.08,TRP
T056,2024-09-11,-100.0,TRP
T056,2024-09-11,-100.0,TRP
T056,2024-09-11,-652.9,TRP
