test_week,horizon,horizon_date,entity_id,liquidity_group,model,strategy,actual,forecast_p90,error,abs_error,wape,directionality,target_wape,meets_target
2025-03-31,6,2025-05-05,97C,TRP,lightgbm,recursive,-2562872.38,-2179036.842312985,383835.5376870148,383835.5376870148,0.1497677140236748,1,0.175,True
2025-03-31,7,2025-05-12,97C,TRP,lightgbm,recursive,-9490586.08,-6601282.359732715,2889303.7202672847,2889303.7202672847,0.3044389140894115,1,0.2,False
2025-03-31,8,2025-05-19,97C,TRP,lightgbm,recursive,-4527057.23,-4619568.781236542,-92511.55123654194,92511.55123654194,0.02043525109943042,1,0.225,True
2025-03-31,1,2025-03-31,97C,TRR,lightgbm,recursive,25700398.12,29266244.13029383,3565846.01029383,3565846.01029383,0.13874672266336976,1,0.05,False
2025-03-31,2,2025-04-07,97C,TRR,lightgbm,recursive,12965104.82,14503127.648956291,1538022.828956291,1538022.828956291,0.11862787461492279,1,0.075,False
2025-03-31,3,2025-04-14,97C,TRR,lightgbm,recursive,8760481.22,12854894.208979296,4094412.988979295,4094412.988979295,0.46737306846019294,1,0.1,False
2025-03-31,4,2025-04-21,97C,TRR,lightgbm,recursive,15269018.67,16769908.270945126,1500889.6009451263,1500889.6009451263,0.09829640223664264,1,0.125,True
2025-03-31,5,2025-04-28,97C,TRR,lightgbm,recursive,20836587.57,18984057.41490783,-1852530.1550921686,1852530.1550921686,0.0889075597848563,1,0.15,True
2025-03-31,6,2025-05-05,97C,TRR,lightgbm,recursive,9792827.12,11305194.235590005,1512367.115590006,1512367.115590006,0.15443621102033772,1,0.175,True
2025-03-31,7,2025-05-12,97C,TRR,lightgbm,recursive,7478841.63,10984339.561323106,3505497.9313231064,3505497.9313231064,0.46872204343269486,1,0.2,False
2025-03-31,8,2025-05-19,97C,TRR,lightgbm,recursive,10968248.23,11044614.498801412,76366.26880141161,76366.26880141161,0.006962485458027568,1,0.225,True
2025-03-31,1,2025-03-31,97R,TRP,lightgbm,recursive,-3328191.09,-3319904.021423704,8287.06857629586,8287.06857629586,0.0024899617696818787,1,0.05,True
2025-03-31,2,2025-04-07,97R,TRP,lightgbm,recursive,-2219417.36,-2232321.6630334333,-12904.303033433389,12904.303033433389,0.0058142750732712075,1,0.075,True
2025-03-31,3,2025-04-14,97R,TRP,lightgbm,recursive,-3810995.49,-3332354.932064045,478640.557935955,478640.557935955,0.12559462722847645,1,0.1,False
2025-03-31,4,2025-04-21,97R,TRP,lightgbm,recursive,-8001296.34,-3332841.6658429787,4668454.674157022,4668454.674157022,0.5834622885817302,1,0.125,False
2025-03-31,5,2025-04-28,97R,TRP,lightgbm,recursive,-1331854.2,-1519380.5364545316,-187526.33645453164,187526.33645453164,0.14080094987464217,1,0.15,True
2025-03-31,6,2025-05-05,97R,TRP,lightgbm,recursive,-2218597.0,-2229273.6899885666,-10676.689988566563,10676.689988566563,0.00481236114020102,1,0.175,True
2025-03-31,7,2025-05-12,97R,TRP,lightgbm,recursive,-3260512.05,-3152260.0407926566,108252.00920734322,108252.00920734322,0.03320092290637086,1,0.2,True
2025-03-31,8,2025-05-19,97R,TRP,lightgbm,recursive,-3247031.32,-3207419.8947477783,39611.425252221525,39611.425252221525,0.01219927415181863,1,0.225,True
2025-03-31,1,2025-03-31,97R,TRR,lightgbm,recursive,16913289.23,18262660.62223604,1349371.392236039,1349371.392236039,0.07978172512077587,1,0.05,False
2025-03-31,2,2025-04-07,97R,TRR,lightgbm,recursive,18159695.16,18378375.554491475,218680.39449147508,218680.39449147508,0.012042074085756574,1,0.075,True
2025-03-31,3,2025-04-14,97R,TRR,lightgbm,recursive,17295307.46,17943512.604456384,648205.1444563828,648205.1444563828,0.037478671365370614,1,0.1,True
2025-03-31,4,2025-04-21,97R,TRR,lightgbm,recursive,21700922.94,22492505.036004778,791582.0960047767,791582.0960047767,0.03647688617638014,1,0.125,True
2025-03-31,5,2025-04-28,97R,TRR,lightgbm,recursive,11885454.66,17936467.531872515,6051012.8718725145,6051012.8718725145,0.5091107614281635,1,0.15,False
2025-03-31,6,2025-05-05,97R,TRR,lightgbm,recursive,16398583.71,18023632.581575207,1625048.8715752065,1625048.8715752065,0.09909690375176958,1,0.175,True
2025-03-31,7,2025-05-12,97R,TRR,lightgbm,recursive,19879162.83,20265525.93030808,386363.100308083,386363.100308083,0.019435582052027642,1,0.2,True
2025-03-31,8,2025-05-19,97R,TRR,lightgbm,recursive,17145288.53,17791621.055193942,646332.5251939408,646332.5251939408,0.03769738398178714,1,0.225,True
2025-03-31,1,2025-03-31,T055,TRR,lightgbm,recursive,3738752.37,4166158.6777431834,427406.30774318334,427406.30774318334,0.1143178968397908,1,0.05,False
2025-03-31,2,2025-04-07,T055,TRR,lightgbm,recursive,1759696.5,2323865.520997776,564169.0209977762,564169.0209977762,0.3206058664080858,1,0.075,False
2025-03-31,3,2025-04-14,T055,TRR,lightgbm,recursive,2104151.51,2204334.17074732,100182.66074732039,100182.66074732039,0.04761190449984298,1,0.1,True
2025-03-31,4,2025-04-21,T055,TRR,lightgbm,recursive,2549649.92,2482289.504572836,-67360.41542716371,67360.41542716371,0.026419476218587572,1,0.125,True
2025-03-31,5,2025-04-28,T055,TRR,lightgbm,recursive,2931709.02,3014225.1558034774,82516.13580347737,82516.13580347737,0.028146086545614058,1,0.15,True
2025-03-31,6,2025-05-05,T055,TRR,lightgbm,recursive,2239567.9,2233788.4676530096,-5779.432346990332,5779.432346990332,0.0025806015289781266,1,0.175,True
2025-03-31,7,2025-05-12,T055,TRR,lightgbm,recursive,4996777.63,4566958.392331345,-429819.2376686549,429819.2376686549,0.08601928472623563,1,0.2,True
2025-03-31,8,2025-05-19,T055,TRR,lightgbm,recursive,1138060.68,2130334.6021039914,992273.9221039915,992273.9221039915,0.871898958941268,1,0.225,False
2025-03-31,1,2025-03-31,T056,TRP,lightgbm,recursive,-12916020.46,-12575733.596932573,340286.86306742765,340286.86306742765,0.026346107465629365,1,0.05,True
2025-03-31,2,2025-04-07,T056,TRP,lightgbm,recursive,-9346144.77,-8993218.642939795,352926.12706020474,352926.12706020474,0.037761679895335576,1,0.075,True
2025-03-31,3,2025-04-14,T056,TRP,lightgbm,recursive,-6803419.45,-5590149.777874783,1213269.6721252175,1213269.6721252175,0.17833233435654441,1,0.1,False
2025-03-31,4,2025-04-21,T056,TRP,lightgbm,recursive,-31837831.09,-18793182.22235445,13044648.86764555,13044648.86764555,0.4097216556859857,1,0.125,False
2025-03-31,5,2025-04-28,T056,TRP,lightgbm,recursive,-14581072.01,-13760166.282557717,820905.7274422832,820905.7274422832,0.05629940836169584,1,0.15,True
2025-03-31,6,2025-05-05,T056,TRP,lightgbm,recursive,-8638107.9,-9046136.908357974,-408029.00835797377,408029.00835797377,0.0472359240103928,1,0.175,True
2025-03-31,7,2025-05-12,T056,TRP,lightgbm,recursive,-7161829.09,-6843184.971184294,318644.1188157061,318644.1188157061,0.0444920026450542,1,0.2,True
2025-03-31,8,2025-05-19,T056,TRP,lightgbm,recursive,-17029812.0,-17326378.14949263,-296566.1494926289,296566.1494926289,0.01741452868021261,1,0.225,True
2025-03-31,1,2025-03-31,V002,TRP,lightgbm,recursive,-690721.15,-753655.6314682391,-62934.4814682391,62934.4814682391,0.09111416592388853,1,0.05,False
2025-03-31,2,2025-04-07,V002,TRP,lightgbm,recursive,-1469070.45,-1352453.654424126,116616.79557587393,116616.79557587393,0.07938135000664803,1,0.075,False
2025-03-31,3,2025-04-14,V002,TRP,lightgbm,recursive,-6976926.89,-4376109.839035206,2600817.050964794,2600817.050964794,0.37277401526057763,1,0.1,False
2025-03-31,4,2025-04-21,V002,TRP,lightgbm,recursive,-3927513.48,-3919753.0230176663,7760.456982333679,7760.456982333679,0.00197592115771266,1,0.125,True
2025-03-31,5,2025-04-28,V002,TRP,lightgbm,recursive,-4781901.16,-4374537.326920661,407363.833079339,407363.833079339,0.08518867694022747,1,0.15,True
2025-03-31,6,2025-05-05,V002,TRP,lightgbm,recursive,-1068234.56,-1010871.6596416215,57362.90035837854,57362.90035837854,0.05369878723861783,1,0.175,True
2025-03-31,7,2025-05-12,V002,TRP,lightgbm,recursive,-6591040.44,-4287045.286533195,2303995.153466806,2303995.153466806,0.34956471204215606,1,0.2,False
2025-03-31,8,2025-05-19,V002,TRP,lightgbm,recursive,-3325961.29,-3211403.807770466,114557.48222953407,114557.48222953407,0.03444342018470518,1,0.225,True
2025-03-31,1,2025-03-31,V265,TRR,lightgbm,recursive,2263856.92,2272069.120405603,8212.200405603275,8212.200405603275,0.003627526250909565,1,0.05,True
2025-03-31,2,2025-04-07,V265,TRR,lightgbm,recursive,2345362.12,2357479.902713848,12117.7827138477,12117.7827138477,0.005166700105929783,1,0.075,True
2025-03-31,3,2025-04-14,V265,TRR,lightgbm,recursive,1493947.33,1959948.7804534372,466001.45045343717,466001.45045343717,0.31192629157377133,1,0.1,False
2025-03-31,4,2025-04-21,V265,TRR,lightgbm,recursive,2443067.58,2459902.5567157674,16834.97671576729,16834.97671576729,0.006890917326064018,1,0.125,True
2025-03-31,5,2025-04-28,V265,TRR,lightgbm,recursive,2156257.37,2262282.6731613516,106025.30316135148,106025.30316135148,0.049170987024314015,1,0.15,True
2025-03-31,6,2025-05-05,V265,TRR,lightgbm,recursive,2675886.76,2719016.573926599,43129.813926599454,43129.813926599454,0.016117951839860166,1,0.175,True
2025-03-31,7,2025-05-12,V265,TRR,lightgbm,recursive,2511291.82,2554342.730999495,43050.91099949507,43050.91099949507,0.017142934427865526,1,0.2,True
2025-03-31,8,2025-05-19,V265,TRR,lightgbm,recursive,1031105.04,1960694.8999904187,929589.8599904187,929589.8599904187,0.9015471983246427,1,0.225,False
2025-03-31,1,2025-03-31,V508,TRP,lightgbm,recursive,-15576.74,-16879.892357691737,-1303.152357691737,1303.152357691737,0.08366014696860428,1,0.05,False
2025-03-31,2,2025-04-07,V508,TRP,lightgbm,recursive,-123563.22,-78525.21036251314,45038.00963748686,45038.00963748686,0.36449365464486,1,0.075,False
2025-03-31,3,2025-04-14,V508,TRP,lightgbm,recursive,-266058.45,-79285.48529936624,186772.96470063378,186772.96470063378,0.7019997474263033,1,0.1,False
2025-03-31,4,2025-04-21,V508,TRP,lightgbm,recursive,-17568.61,-16937.61828841461,630.9917115853896,630.9917115853896,0.03591585854460823,1,0.125,True
2025-03-31,5,2025-04-28,V508,TRP,lightgbm,recursive,-155196.67,-78906.51349735077,76290.15650264925,76290.15650264925,0.49157083397890716,1,0.15,False
2025-03-31,6,2025-05-05,V508,TRP,lightgbm,recursive,-28697.83,-28192.673030173737,505.1569698262647,505.1569698262647,0.017602619076991698,1,0.175,True
2025-03-31,7,2025-05-12,V508,TRP,lightgbm,recursive,-194538.66,-79180.08623423807,115358.57376576193,115358.57376576193,0.5929853416578583,1,0.2,False
2025-03-31,8,2025-05-19,V508,TRP,lightgbm,recursive,-40160.93,-40505.57349545304,-344.6434954530414,344.6434954530414,0.008581561618544226,1,0.225,True
2025-03-31,1,2025-03-31,V508,TRR,lightgbm,recursive,1482180.84,1518268.9442971554,36088.10429715528,36088.10429715528,0.024347976524345897,1,0.05,True
2025-03-31,2,2025-04-07,V508,TRR,lightgbm,recursive,1642495.82,1585295.9748915138,-57199.845108486246,57199.845108486246,0.03482495627202646,1,0.075,True
2025-03-31,3,2025-04-14,V508,TRR,lightgbm,recursive,8611909.97,11628444.369234126,3016534.3992341254,3016534.3992341254,0.3502747253213709,1,0.1,False
2025-03-31,4,2025-04-21,V508,TRR,lightgbm,recursive,1221665.8,1567409.6907398312,345743.89073983114,345743.89073983114,0.28301020683384204,1,0.125,False
2025-03-31,5,2025-04-28,V508,TRR,lightgbm,recursive,1581691.07,1494919.7825241263,-86771.28747587372,86771.28747587372,0.0548598200506207,1,0.15,True
2025-03-31,6,2025-05-05,V508,TRR,lightgbm,recursive,1140764.87,1391800.1667419167,251035.29674191657,251035.29674191657,0.22005875473875394,1,0.175,False
2025-03-31,7,2025-05-12,V508,TRR,lightgbm,recursive,8947446.58,11673289.398274323,2725842.818274323,2725842.818274323,0.30465035961961817,1,0.2,False
2025-03-31,8,2025-05-19,V508,TRR,lightgbm,recursive,1785969.49,1943489.1357365323,157519.6457365323,157519.6457365323,0.08819839679149966,1,0.225,True
2025-03-31,1,2025-03-31,V751,TRP,lightgbm,recursive,-23277.82,-20016.499389484383,3261.320610515617,3261.320610515617,0.1401042112412424,1,0.05,False
2025-03-31,2,2025-04-07,V751,TRP,lightgbm,recursive,-21164.17,-17449.436559487087,3714.7334405129113,3714.7334405129113,0.1755199207203926,1,0.075,False
2025-03-31,3,2025-04-14,V751,TRP,lightgbm,recursive,-287292.48,-158673.42022912475,128619.05977087523,128619.05977087523,0.4476937919533266,1,0.1,False
2025-03-31,4,2025-04-21,V751,TRP,lightgbm,recursive,-169130.23,-156139.04115629286,12991.188843707147,12991.188843707147,0.07681174940581081,1,0.125,True
2025-03-31,5,2025-04-28,V751,TRP,lightgbm,recursive,-91475.07,-92446.00200173764,-970.9320017376303,970.9320017376303,0.010614170634005859,1,0.15,True
2025-03-31,6,2025-05-05,V751,TRP,lightgbm,recursive,-62339.9,-70069.69487660193,-7729.794876601933,7729.794876601933,0.12399434193192374,1,0.175,True
2025-03-31,7,2025-05-12,V751,TRP,lightgbm,recursive,-437370.24,-180431.69258400224,256938.54741599775,256938.54741599775,0.5874623463544245,1,0.2,False
2025-03-31,8,2025-05-19,V751,TRP,lightgbm,recursive,-10993.94,-9097.606339931892,1896.3336600681087,1896.3336600681087,0.17248899485244676,1,0.225,True
2025-03-31,1,2025-03-31,V751,TRR,lightgbm,recursive,1385325.96,2014695.7095779537,629369.7495779537,629369.7495779537,0.4543116694196316,1,0.05,False
2025-03-31,2,2025-04-07,V751,TRR,lightgbm,recursive,2575932.4,2631982.701683038,56050.30168303801,56050.30168303801,0.021759228496461325,1,0.075,True
2025-03-31,3,2025-04-14,V751,TRR,lightgbm,recursive,1680874.08,2024578.8600514855,343704.7800514854,343704.7800514854,0.20447979068811947,1,0.1,False
2025-03-31,4,2025-04-21,V751,TRR,lightgbm,recursive,2670102.95,2776779.2939971737,106676.34399717348,106676.34399717348,0.039952146413370866,1,0.125,True
2025-03-31,5,2025-04-28,V751,TRR,lightgbm,recursive,2846201.27,2701366.1370640066,-144835.13293599337,144835.13293599337,0.05088717177615249,1,0.15,True
2025-03-31,6,2025-05-05,V751,TRR,lightgbm,recursive,1738699.39,2018892.002836622,280192.61283662217,280192.61283662217,0.16115069370135465,1,0.175,True
2025-03-31,7,2025-05-12,V751,TRR,lightgbm,recursive,2537382.13,2622948.8966017533,85566.76660175342,85566.76660175342,0.03372245969185313,1,0.2,True
2025-03-31,8,2025-05-19,V751,TRR,lightgbm,recursive,1728704.03,2041713.176258846,313009.1462588459,313009.1462588459,0.1810657815489942,1,0.225,True
2025-03-31,1,2025-03-31,V756,TRP,lightgbm,recursive,-972801.77,-498536.1026744297,474265.6673255703,474265.6673255703,0.48752549794966993,1,0.05,False
2025-03-31,2,2025-04-07,V756,TRP,lightgbm,recursive,-512926.61,-496009.4115019123,16917.198498087702,16917.198498087702,0.032981713501055644,1,0.075,True
2025-03-31,3,2025-04-14,V756,TRP,lightgbm,recursive,-681040.3400000001,-501960.27294989297,179080.0670501071,179080.0670501071,0.26295074833615156,1,0.1,False
2025-03-31,4,2025-04-21,V756,TRP,lightgbm,recursive,-180474.57,-197723.9598145021,-17249.389814502094,17249.389814502094,0.0955779521430753,1,0.125,True
2025-03-31,5,2025-04-28,V756,TRP,lightgbm,recursive,-1429486.81,-460244.78713636304,969242.022863637,969242.022863637,0.6780349535814443,1,0.15,False
2025-03-31,6,2025-05-05,V756,TRP,lightgbm,recursive,-1440615.92,-544199.9059926491,896416.0140073508,896416.0140073508,0.6222449728358901,1,0.175,False
2025-03-31,7,2025-05-12,V756,TRP,lightgbm,recursive,-118073.26,-101013.81872956637,17059.44127043363,17059.44127043363,0.14448183501017614,1,0.2,True
2025-03-31,8,2025-05-19,V756,TRP,lightgbm,recursive,-15852.58,-17160.87079789656,-1308.2907978965613,1308.2907978965613,0.08252857250343865,1,0.225,True
2025-03-31,1,2025-03-31,V756,TRR,lightgbm,recursive,29272070.36,38512580.74674571,9240510.386745714,9240510.386745714,0.3156766936230374,1,0.05,False
2025-03-31,2,2025-04-07,V756,TRR,lightgbm,recursive,2718084.04,2690538.119151551,-27545.920848449226,27545.920848449226,0.01013431536445401,1,0.075,True
