test_week,horizon,horizon_date,entity_id,liquidity_group,model,strategy,actual,forecast_p90,error,abs_error,wape,directionality,target_wape,meets_target
2025-07-07,1,2025-07-07,057,TRP,lightgbm,recursive,-24644.550000000003,-23126.33840060918,1518.2115993908228,1518.2115993908228,0.0616043546906242,1,0.05,False
2025-07-07,2,2025-07-14,057,TRP,lightgbm,recursive,-97815.62,-78460.75267681098,19354.867323189013,19354.867323189013,0.19787092616893923,1,0.075,False
2025-07-07,4,2025-07-28,057,TRP,lightgbm,recursive,-128139.77,-72886.10304759945,55253.666952400556,55253.666952400556,0.431198424598394,1,0.125,False
2025-07-07,5,2025-08-04,057,TRP,lightgbm,recursive,-53665.81,-48231.32165812,5434.488341879995,5434.488341879995,0.10126537439535516,1,0.15,True
2025-07-07,6,2025-08-11,057,TRP,lightgbm,recursive,-471.96,-1183.0787210973242,-711.1187210973242,711.1187210973242,1.5067351493713963,1,0.175,False
2025-07-07,7,2025-08-18,057,TRP,lightgbm,recursive,-16358.4,-15589.43516644774,768.9648335522597,768.9648335522597,0.04700733773182339,1,0.2,True
2025-07-07,8,2025-08-25,057,TRP,lightgbm,recursive,-294172.74,-78545.04783972271,215627.69216027728,215627.69216027728,0.7329968513067434,1,0.225,False
2025-07-07,1,2025-07-07,057,TRR,lightgbm,recursive,1256118.49,1249743.361644858,-6375.128355141962,6375.128355141962,0.005075260340401455,1,0.05,True
2025-07-07,2,2025-07-14,057,TRR,lightgbm,recursive,525376.52,1079113.0128860495,553736.4928860494,553736.4928860494,1.0539802823431268,1,0.075,False
2025-07-07,3,2025-07-21,057,TRR,lightgbm,recursive,1081631.66,1088147.9799874735,6516.319987473544,6516.319987473544,0.006024527783768408,1,0.1,True
2025-07-07,4,2025-07-28,057,TRR,lightgbm,recursive,1305922.62,1375708.4615989444,69785.84159894427,69785.84159894427,0.05343796066488554,1,0.125,True
2025-07-07,5,2025-08-04,057,TRR,lightgbm,recursive,1068175.89,1062604.7174451218,-5571.172554878052,5571.172554878052,0.005215594741497164,1,0.15,True
2025-07-07,6,2025-08-11,057,TRR,lightgbm,recursive,799311.65,1061496.3568379593,262184.70683795924,262184.70683795924,0.3280131183349564,1,0.175,False
2025-07-07,7,2025-08-18,057,TRR,lightgbm,recursive,835345.44,1058859.0811311263,223513.64113112632,223513.64113112632,0.2675703133438142,1,0.2,False
2025-07-07,8,2025-08-25,057,TRR,lightgbm,recursive,876257.24,1106699.2032630797,230441.96326307976,230441.96326307976,0.2629843757560049,1,0.225,False
2025-07-07,1,2025-07-07,11G5,TRP,lightgbm,recursive,-368277.79,-323190.2543834674,45087.53561653255,45087.53561653255,0.12242806066728204,1,0.05,False
2025-07-07,2,2025-07-14,11G5,TRP,lightgbm,recursive,-1455236.59,-908987.2159893193,546249.3740106808,546249.3740106808,0.37536808637465663,1,0.075,False
