entity_id,Entity_Name,Year_Title,liquidity_group,W1_Forecast,W2_Forecast,W3_Forecast,W4_Forecast,week_start,W1_Available,W2_Available,W3_Available,W4_Available,LP_Available_Count,LP_Volatility,LP_Trend,LP_Avg_Magnitude
11G5,RECYCO,2024/CW11,TRP,-2537522.0,-308854.0,-1212527.0,-177107.0,2024-03-11,True,True,True,True,4,1087819.2449350213,786805.0,-1059002.5
11G5,RECYCO,2024/CW12,TRP,-547285.0,-1375819.0,-346182.0,-464374.0,2024-03-18,True,True,True,True,4,468920.6514560859,27637.0,-683415.0
11G5,RECYCO,2024/CW13,TRP,-925393.0,-401506.0,-477051.0,-2977118.0,2024-03-25,True,True,True,True,4,1210194.9856468034,-683908.3333333334,-1195267.0
11G5,RECYCO,2024/CW14,TRP,-444670.0,-600704.0,-3051473.0,-158919.0,2024-04-01,True,True,True,True,4,1337589.0451501412,95250.33333333333,-1063941.5
11G5,RECYCO,2024/CW15,TRP,-827568.0,-3346382.0,-204167.0,-1227236.0,2024-04-08,True,True,True,True,4,1363321.6891695994,-133222.66666666666,-1401338.25
11G5,RECYCO,2024/CW16,TRP,-3626921.0,-247765.0,-1378977.0,-228325.0,2024-04-15,True,True,True,True,4,1597561.1829268595,1132865.3333333333,-1370497.0
11G5,RECYCO,2024/CW17,TRP,-344432.0,-1820456.0,-152546.0,-1850842.0,2024-04-22,True,True,True,True,4,919773.2761566842,-502136.6666666667,-1042069.0
11G5,RECYCO,2024/CW18,TRP,-2527898.0,-236753.0,-1982370.0,-128218.0,2024-04-29,True,True,True,True,4,1217998.6490217946,799893.3333333334,-1218809.75
11G5,RECYCO,2024/CW19,TRP,-350683.0,-2122029.0,-127131.0,-1228074.0,2024-05-06,True,True,True,True,4,910508.3825798915,-292463.6666666667,-956979.25
11G5,RECYCO,2024/CW20,TRP,-2223975.0,-388622.0,-1416191.0,-47195.0,2024-05-13,True,True,True,True,4,991884.8760386711,725593.3333333334,-1018995.75
11G5,RECYCO,2024/CW21,TRP,-657807.0,-1591332.0,-92555.0,-2418482.0,2024-05-20,True,True,True,True,4,1025971.1347593232,-586891.6666666666,-1190044.0
11G5,RECYCO,2024/CW22,TRP,-1785065.0,-275089.0,-2487310.0,-153046.0,2024-05-27,True,True,True,True,4,1147252.7418921255,544006.3333333334,-1175127.5
11G5,RECYCO,2024/CW23,TRP,-295611.0,-2611835.0,-135641.0,-169148.0,2024-06-03,True,True,True,True,4,1207816.7677707782,42154.333333333336,-803058.75
11G5,RECYCO,2024/CW24,TRP,-2854146.0,-316766.0,-333285.0,-1097581.0,2024-06-10,True,True,True,True,4,1192778.6663273564,585521.6666666666,-1150444.5
11G5,RECYCO,2024/CW25,TRP,-1707649.0,-507489.0,-1152660.0,-201054.0,2024-06-17,True,True,True,True,4,672924.4210563323,502198.3333333333,-892213.0
11G5,RECYCO,2024/CW26,TRP,-2196498.0,-1226140.0,-305238.0,-2116692.0,2024-06-24,True,True,True,True,4,887286.9221125712,26602.0,-1461142.0
11G5,RECYCO,2024/CW27,TRP,-2513206.0,-435996.0,-2327462.0,-93456.0,2024-07-01,True,True,True,True,4,1254666.3689645415,806583.3333333334,-1342530.0
11G5,RECYCO,2024/CW28,TRP,-713943.0,-2668943.0,-76141.0,-1475511.0,2024-07-08,True,True,True,True,4,1114822.136656636,-253856.0,-1233634.5
11G5,RECYCO,2024/CW29,TRP,-2780211.0,-170290.0,-1600477.0,-168622.0,2024-07-15,True,True,True,True,4,1262256.690090411,870529.6666666666,-1179900.0
11G5,RECYCO,2024/CW30,TRP,-274557.0,-1757760.0,-228191.0,-1367600.0,2024-07-22,True,True,True,True,4,773888.6098601874,-364347.6666666667,-907027.0
11G5,RECYCO,2024/CW31,TRP,-1795000.0,-308307.0,-1621645.0,-88018.0,2024-07-29,True,True,True,True,4,879369.627512231,568994.0,-953242.5
11G5,RECYCO,2024/CW32,TRP,-528960.0,-1767247.0,-202230.0,-1434133.0,2024-08-05,True,True,True,True,4,738087.2518370259,-301724.3333333333,-983142.5
11G5,RECYCO,2024/CW33,TRP,-1422344.0,-224288.0,-1443166.0,-1443166.0,2024-08-12,True,True,True,True,4,606048.1587211806,-6940.666666666667,-1133241.0
