entity_id,liquidity_group,week_start,amount_eur,amount_mean,amount_std,txn_count,amount_min,amount_max,amount_abs_sum,amount_abs_mean,is_month_start_max,is_month_end_max,is_quarter_start_max,is_quarter_end_max,is_year_start_max,is_year_end_max,is_weekend_sum,rolling_7d_sum_last,rolling_7d_mean_last,rolling_7d_std_last,rolling_7d_count_last,rolling_14d_sum_last,rolling_14d_mean_last,rolling_14d_std_last,rolling_14d_count_last,rolling_30d_sum_last,rolling_30d_mean_last,rolling_30d_std_last,rolling_30d_count_last,dow_0_avg_amount_mean,dow_1_avg_amount_mean,dow_2_avg_amount_mean,dow_3_avg_amount_mean,dow_4_avg_amount_mean,dow_5_avg_amount_mean,dow_6_avg_amount_mean,week_year,week_number,month,quarter,year
057,TRP,2022-07-11,-195620.89,-10867.827222222222,40667.54954718475,18,-173527.85,-6.0,195620.89,10867.827222222222,False,False,False,False,False,False,0,-178767.61000000002,-25538.230000000003,65265.00453929886,7.0,-194284.2,-13877.442857142858,46030.44379759476,14.0,-212241.83,-7074.727666666667,31515.227278894297,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,28,7,3,2022
057,TRP,2022-07-18,-30063.54,-4294.791428571429,7591.011230871304,7,-20130.3,-35.0,30063.54,4294.791428571429,False,False,False,False,False,False,0,-30063.54,-4294.791428571429,7591.011230871444,7.0,-208831.15000000002,-14916.510714285716,45978.555622171625,14.0,-230679.86,-7689.328666666666,31599.33081276823,30.0,-5594.982461964038,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,29,7,3,2022
057,TRP,2022-08-01,-345074.58,-4600.9944000000005,10050.28262198836,75,-80385.17,-8.41,345074.58,4600.9944000000005,True,False,False,False,False,False,0,-109127.31999999999,-15589.617142857142,29352.36943754783,7.0,-138611.53,-9900.823571428571,21426.01128003695,14.0,-227076.22999999998,-7569.207666666666,15043.513852947337,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,31,8,3,2022
057,TRP,2022-08-08,-110962.51999999999,-8535.57846153846,11543.421721445831,13,-32323.19,-23.89,110962.51999999999,8535.57846153846,False,False,False,False,False,False,0,-50208.39999999998,-7172.628571428569,11179.767648658124,7.0,-111511.83999999998,-7965.131428571427,11294.081524410396,14.0,-264446.36,-8814.878666666666,16335.02652040483,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,32,8,3,2022
057,TRP,2022-08-15,-4142.68,-1035.67,1943.1437503694883,4,-3950.0,-35.0,4142.68,1035.67,False,False,False,False,False,False,0,-36354.75999999998,-5193.53714285714,11755.799731028897,7.0,-63838.65999999998,-4559.904285714284,8183.17308774696,14.0,-253207.77999999997,-8440.259333333332,16363.000320671303,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,33,8,3,2022
057,TRP,2022-08-22,-13356.0,-1113.0,1527.9585073376354,12,-4442.0,-69.39,13356.0,1113.0,False,False,False,False,False,False,0,-7156.089999999986,-1022.2985714285694,1428.2494603592502,7.0,-13513.679999999986,-965.2628571428561,1454.8685146427047,14.0,-129010.51999999996,-4300.350666666665,8403.225822500393,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,34,8,3,2022
057,TRP,2022-08-29,-398370.59,-6530.665409836066,22893.033169134273,61,-179405.95,-35.0,398370.59,6530.665409836066,True,True,False,False,False,False,0,-193484.44,-27640.634285714284,66949.94647890962,7.0,-227703.98,-16264.570000000002,47128.09684999401,14.0,-297358.43,-9911.947666666667,32343.88742611305,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021979,-4190.524411326378,,,2022,35,8,3,2022
057,TRP,2022-09-12,-42240.34,-1760.0141666666666,2347.239383610711,24,-8128.4,-6.0,42240.34,1760.0141666666666,False,False,False,False,False,False,0,-23726.22999999997,-3389.461428571424,3161.6663622867795,7.0,-32702.25,-2335.875,2563.1055262459304,14.0,-231594.49999999997,-7719.816666666666,32503.54951585467,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,37,9,3,2022
057,TRP,2022-09-19,-21514.010000000002,-2151.4010000000003,4580.7731893145865,10,-14981.05,-101.7,21514.010000000002,2151.4010000000003,False,False,False,False,False,False,0,-20500.989999999972,-2928.7128571428534,5395.3302580001455,7.0,-25552.24,-1825.16,3877.2834344718885,14.0,-55503.69999999997,-1850.1233333333323,3187.879480956879,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,38,9,3,2022
057,TRP,2022-09-26,-291689.71,-4704.672741935484,6708.984564527341,62,-33850.96,-16.48,291689.71,4704.672741935484,False,True,False,True,False,False,0,-55350.02999999997,-7907.1471428571385,11937.357766109373,7.0,-100805.03,-7200.359285714286,11025.181255413876,14.0,-159084.49,-5302.816333333333,8347.900698604124,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,39,9,3,2022
057,TRP,2022-10-10,-712318.08,-79146.45333333332,219450.949696984,9,-663773.34,-70.0,712318.08,79146.45333333332,False,False,False,False,False,False,0,-18544.74,-2649.2485714285717,4143.825522529702,7.0,-764439.9299999999,-54602.85214285714,175672.1158154573,14.0,-829230.91,-27641.030333333336,120501.94875241943,30.0,-5594.9824619640385,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,41,10,4,2022
057,TRP,2022-10-17,-78759.75,-5625.696428571428,10812.919731172455,14,-37110.65,-35.0,78759.75,5625.696428571428,False,False,False,False,False,False,0,-62081.130000000005,-8868.732857142857,14862.683462696476,7.0,-78759.75,-5625.696428571428,10812.919731172045,14.0,-846427.86,-28214.262,120490.60046660391,30.0,-5594.982461964038,-4731.774305396097,-5641.958584615385,-5765.376978021978,-4190.524411326378,,,2022,42,10,4,2022
